customer_id,age,gender,region,city_tier,employment_status,employment_length_years,annual_income,credit_score,housing_status,marital_status,existing_debts_count
CUST-113606,43,Female,West,Tier 1,Salaried - Corporate,0.0,71042.19,720,Rented,Single,1
CUST-113607,48,Female,East,Tier 3,Contractual,1.0,15260.53,579,Rented,Married,1
CUST-113608,32,Male,West,Tier 1,Salaried - Public Sector,1.0,117704.77,726,Family Owned,Single,1
CUST-113609,23,Male,South,Tier 1,Self-Employed Business,2.0,193909.34,681,Rented,Married,0
CUST-113610,37,Female,North,Tier 1,Salaried - Corporate,0.0,47608.7,585,Rented,Single,1
CUST-113611,28,Male,Central,Tier 1,Self-Employed Business,0.0,50868.41,664,Family Owned,Married,6
CUST-113612,26,Male,West,Tier 2,Salaried - Corporate,4.0,44220.56,610,Mortgaged,Single,1
CUST-113613,29,Male,North,Tier 3,Salaried - Corporate,8.0,66335.42,600,Rented,Married,1
CUST-113614,61,Female,West,Tier 1,Salaried - Corporate,1.0,19280.32,611,Mortgaged,Single,1
CUST-113615,38,Male,South,Tier 1,Salaried - Corporate,7.0,135554.53,716,Rented,Married,0
CUST-113616,40,Female,South,Tier 1,Salaried - Corporate,7.0,58886.08,656,Mortgaged,Single,1
CUST-113617,24,Male,East,Tier 1,Salaried - Public Sector,3.0,39051.82,678,Owned,Single,2
CUST-113618,21,Male,East,Tier 1,Salaried - Corporate,1.0,75604.65,709,Owned,Single,3
CUST-113619,28,Female,South,Tier 1,Salaried - Corporate,2.0,81064.95,711,Owned,Married,2
CUST-113620,51,Male,North,Tier 2,Salaried - Corporate,2.0,83736.01,682,Owned,Married,2
CUST-113621,40,Female,Central,Tier 3,Self-Employed Business,5.0,122391.44,700,Mortgaged,Married,1
CUST-113622,42,Male,Central,Tier 1,Salaried - Public Sector,2.0,73183.64,632,Rented,Married,2
CUST-113623,44,Male,North,Tier 3,Contractual,4.0,25334.64,601,Rented,Married,1
CUST-113624,31,Female,South,Tier 2,Salaried - Corporate,8.0,559463.6,726,Owned,Married,1
CUST-113625,50,Female,North,Tier 2,Salaried - Corporate,20.0,75548.09,736,Mortgaged,Divorced,2
CUST-113626,30,Female,West,Tier 3,Salaried - Corporate,9.0,29945.42,673,Rented,Married,1
CUST-113627,51,Male,West,Tier 1,Salaried - Corporate,14.0,57896.41,723,Mortgaged,Married,0
CUST-113628,41,Male,South,Rural,Self-Employed Business,14.0,18311.99,655,Owned,Married,0
CUST-113629,21,Female,West,Tier 1,Salaried - Corporate,1.0,160805.05,689,Rented,Married,1
CUST-113630,29,Male,West,Tier 2,Salaried - Corporate,8.0,39511.87,676,Mortgaged,Divorced,3
CUST-113631,21,Female,South,Tier 1,Salaried - Corporate,1.0,120585.94,719,Owned,Married,1
CUST-113632,48,Male,South,Tier 1,Contractual,11.0,61623.89,691,Mortgaged,Married,3
CUST-113633,36,Female,North,Tier 2,Self-Employed Business,5.0,24787.34,743,Rented,Single,1
CUST-113634,21,Female,North,Tier 3,Salaried - Corporate,1.0,43502.5,665,Mortgaged,Single,3
CUST-113635,40,Male,East,Tier 2,Salaried - Public Sector,19.0,63740.64,752,Owned,Married,1
CUST-113636,31,Female,North,Tier 2,Salaried - Public Sector,10.0,39318.15,651,Owned,Single,0
CUST-113637,22,Male,North,Rural,Salaried - Corporate,1.0,20509.75,631,Mortgaged,Married,1
CUST-113638,53,Male,North,Tier 2,Salaried - Public Sector,1.0,88736.33,647,Owned,Single,4
CUST-113639,38,Male,East,Tier 1,Salaried - Corporate,11.0,97389.07,664,Rented,Married,2
CUST-113640,34,Male,North-East,Rural,Salaried - Corporate,1.0,41480.72,611,Owned,Divorced,2
CUST-113641,33,Male,West,Tier 3,Salaried - Corporate,4.0,24083.76,644,Rented,Married,1
CUST-113642,21,Male,West,Tier 3,Salaried - Public Sector,,24498.93,558,Rented,Married,1
CUST-113643,23,Male,West,Tier 1,Salaried - Corporate,2.0,76577.75,701,Family Owned,Single,2
CUST-113644,49,Male,South,Tier 2,Salaried - Public Sector,7.0,40697.34,678,Mortgaged,Single,1
CUST-113645,32,Male,South,Tier 1,Self-Employed Professional,3.0,98108.88,644,Rented,Married,1
CUST-113646,37,Male,South,Tier 3,Salaried - Public Sector,3.0,42680.56,651,Owned,Married,3
CUST-113647,21,Female,North,Tier 3,Salaried - Public Sector,1.0,30693.86,630,Rented,Single,2
CUST-113648,23,Female,East,Tier 1,Salaried - Corporate,2.0,164249.4,757,Mortgaged,Married,1
CUST-113649,43,Female,North,Tier 1,Salaried - Corporate,3.0,48279.26,635,Mortgaged,Married,1
CUST-113650,40,Male,West,Tier 1,Salaried - Corporate,0.0,43822.36,716,Owned,Single,1
CUST-113651,54,Male,North,Tier 2,Self-Employed Business,1.0,98112.67,683,Rented,Married,1
CUST-113652,50,Female,North,Tier 1,Self-Employed Professional,17.0,114846.13,736,Mortgaged,Single,0
CUST-113653,34,Female,Central,Tier 2,Salaried - Corporate,13.0,32834.65,593,Rented,Married,4
CUST-113654,41,Male,North,Tier 1,Self-Employed Professional,6.0,70012.84,551,Owned,Married,2
CUST-113655,33,Female,South,Tier 3,Salaried - Public Sector,,198538.6,606,Owned,Single,1
CUST-113656,57,Male,North,Tier 2,Salaried - Corporate,0.0,40842.62,580,Owned,Married,2
CUST-113657,48,Male,North,Tier 2,Self-Employed Professional,17.0,107122.9,698,Owned,Single,4
CUST-113658,38,Female,East,Tier 1,Self-Employed Business,12.0,38430.96,675,Rented,Married,1
CUST-113659,39,Male,East,Tier 1,Salaried - Corporate,3.0,40809.44,714,Mortgaged,Married,1
CUST-113660,51,Male,North,Tier 2,Self-Employed Professional,5.0,40240.4,657,Rented,Married,0
CUST-113661,42,Male,West,Tier 3,Salaried - Corporate,14.0,71876.09,708,Mortgaged,Single,3
CUST-113662,52,Male,West,Rural,Salaried - Corporate,,66976.39,651,Mortgaged,Married,3
CUST-113663,21,Female,South,Tier 1,Self-Employed Business,1.0,21897.07,641,Owned,Married,4
CUST-113664,41,Male,North,Tier 3,Self-Employed Business,15.0,15701.69,764,Rented,Married,1
CUST-113665,31,Other,West,Tier 1,Salaried - Corporate,,73611.42,734,Rented,Single,2
CUST-113666,54,Female,West,Tier 3,Salaried - Public Sector,2.0,19325.72,574,Family Owned,Married,0
CUST-113667,52,Male,North,Tier 1,Salaried - Public Sector,18.0,103280.58,762,Rented,Single,4
CUST-113668,37,Male,South,Tier 1,Salaried - Corporate,1.0,23450.98,596,Mortgaged,Single,1
CUST-113669,52,Male,North,Tier 2,Salaried - Corporate,1.0,37199.56,693,Mortgaged,Married,3
CUST-113670,54,Female,South,Tier 3,Self-Employed Business,0.0,63438.44,670,Mortgaged,Married,1
CUST-113671,37,Male,South,Tier 1,Self-Employed Business,0.0,266681.36,757,Mortgaged,Single,2
CUST-113672,61,Male,North-East,Tier 1,Self-Employed Professional,8.0,85804.64,755,Owned,Married,6
CUST-113673,36,Male,West,Tier 3,Salaried - Corporate,1.0,47598.23,754,Family Owned,Married,2
CUST-113674,34,Female,West,Tier 2,Self-Employed Business,12.0,82804.44,692,Owned,Married,0
CUST-113675,45,Female,North,Tier 3,Unemployed,0.0,14597.06,425,Owned,Divorced,3
CUST-113676,33,Female,North,Tier 1,Self-Employed Business,11.0,117931.73,660,Mortgaged,Married,2
CUST-113677,37,Female,North,Tier 3,Salaried - Corporate,0.0,58758.22,653,Mortgaged,Married,1
CUST-113678,51,Male,East,Tier 1,Salaried - Corporate,4.0,102859.78,731,Rented,Divorced,0
CUST-113679,37,Female,South,Tier 3,Self-Employed Business,8.0,117597.73,718,Owned,Married,1
CUST-113680,21,Male,North,Tier 1,Salaried - Corporate,1.0,23758.3,632,Rented,Single,0
CUST-113681,40,Male,North,Tier 3,Salaried - Corporate,0.0,18990.66,562,Mortgaged,Married,1
CUST-113682,30,Female,West,Tier 2,Self-Employed Business,2.0,117436.22,717,Mortgaged,Married,0
CUST-113683,45,Male,East,Tier 2,Salaried - Corporate,5.0,144614.93,739,Owned,Single,1
CUST-113684,43,Male,North,Tier 1,Self-Employed Business,5.0,119374.13,629,Rented,Married,2
CUST-113685,51,Female,West,Tier 2,Salaried - Public Sector,10.0,44218.0,778,,Single,4
CUST-113686,46,Male,West,Tier 2,Salaried - Public Sector,0.0,72703.64,717,Owned,Married,0
CUST-113687,47,Male,South,Tier 2,Self-Employed Business,3.0,184427.6,743,Rented,Married,1
CUST-113688,30,Female,North,Tier 2,Salaried - Corporate,9.0,75869.32,807,Owned,Married,3
CUST-113689,45,Male,West,Tier 2,Self-Employed Professional,24.0,64771.27,725,Owned,Single,2
CUST-113690,56,Female,South,Tier 1,Salaried - Public Sector,0.0,65000.93,689,Owned,Married,4
CUST-113691,30,Female,West,Tier 3,Salaried - Public Sector,6.0,40844.99,604,Family Owned,Single,4
CUST-113692,54,Male,North,Tier 3,Salaried - Corporate,0.0,78824.23,762,Rented,Married,1
CUST-113693,31,Male,South,Tier 1,Self-Employed Business,2.0,127632.09,742,Rented,Married,0
CUST-113694,28,Female,North,Tier 2,Salaried - Corporate,3.0,67301.52,655,Owned,Single,3
CUST-113695,39,Female,East,Tier 1,Salaried - Public Sector,2.0,93403.96,670,Rented,Married,2
CUST-113696,44,Male,North-East,Tier 3,Salaried - Corporate,5.0,39639.64,712,Rented,Single,2
CUST-113697,46,Male,South,Tier 1,Contractual,0.0,39274.53,683,Rented,Married,2
CUST-113698,27,Male,North,Rural,Salaried - Corporate,6.0,108516.28,691,Owned,Married,4
CUST-113699,41,Female,South,Tier 2,Self-Employed Business,2.0,46861.77,702,Mortgaged,Divorced,2
CUST-113700,30,Male,West,Tier 1,Salaried - Corporate,0.0,52957.21,625,Rented,Married,2
CUST-113701,22,Female,West,Tier 3,Salaried - Corporate,1.0,26442.53,665,Owned,Married,1
CUST-113702,27,Other,North,Tier 2,Salaried - Corporate,4.0,63440.73,688,Mortgaged,Single,3
CUST-113703,29,Female,Central,Tier 2,Self-Employed Business,0.0,95119.06,618,Rented,Married,3
CUST-113704,42,Female,East,Tier 1,Self-Employed Professional,9.0,27234.57,640,Rented,Single,2
CUST-113705,48,Male,North,Tier 1,Self-Employed Business,8.0,186707.88,785,Rented,Married,1
CUST-113706,22,Male,East,Tier 3,Salaried - Corporate,1.0,23654.46,655,Rented,Married,2
CUST-113707,40,Male,South,Tier 2,Contractual,1.0,32944.19,553,Rented,Married,1
CUST-113708,25,Male,West,Tier 1,Salaried - Corporate,4.0,75056.16,647,Family Owned,Single,1
CUST-113709,43,Male,South,Tier 1,Self-Employed Professional,9.0,15713.58,562,Owned,Married,0
CUST-113710,30,Female,West,Tier 2,Salaried - Corporate,1.0,16588.58,580,Mortgaged,Married,3
CUST-113711,26,Male,West,Tier 1,Self-Employed Business,5.0,43358.11,681,Owned,Married,4
CUST-113712,44,Female,East,Tier 1,Self-Employed Business,0.0,216838.64,764,Mortgaged,Single,1
CUST-113713,31,Male,North,Tier 1,Salaried - Public Sector,0.0,30116.48,564,Owned,Single,2
CUST-113714,33,Male,North-East,Tier 2,Salaried - Corporate,3.0,94461.9,708,Owned,Married,0
CUST-113715,21,Male,East,Tier 1,Self-Employed Business,1.0,27612.28,590,Owned,Single,0
CUST-113716,46,Female,Central,Tier 1,Self-Employed Business,14.0,20584.07,666,Owned,Married,0
CUST-113717,45,Female,North,Tier 1,Self-Employed Professional,21.0,102782.5,841,Mortgaged,Married,1
CUST-113718,37,Male,North-East,Tier 2,Self-Employed Business,7.0,71374.03,646,Rented,Married,1
CUST-113719,21,Male,West,Tier 2,Salaried - Public Sector,1.0,24248.85,635,Owned,Single,4
CUST-113720,49,Female,Central,Tier 3,Self-Employed Professional,4.0,24127.56,510,Owned,Single,1
CUST-113721,30,Male,North,Tier 2,Salaried - Public Sector,0.0,55382.38,693,Mortgaged,Married,1
CUST-113722,32,Male,South,Tier 3,Salaried - Public Sector,0.0,31694.16,623,Owned,Married,3
CUST-113723,60,Male,North,Tier 2,Self-Employed Professional,21.0,96029.22,809,Family Owned,Married,0
CUST-113724,29,Male,North,Tier 2,Salaried - Public Sector,2.0,42851.38,654,,Single,2
CUST-113725,44,Male,South,Tier 1,Self-Employed Professional,8.0,155528.16,763,Rented,Married,1
CUST-113726,42,Male,Central,Tier 1,Contractual,1.0,20876.26,674,Owned,Married,1
CUST-113727,40,Female,East,Tier 1,Salaried - Corporate,4.0,94481.49,733,Mortgaged,Married,1
CUST-113728,39,Male,South,Tier 2,Salaried - Corporate,0.0,28740.09,670,Rented,Married,1
CUST-113729,40,Female,Central,Tier 3,Salaried - Corporate,9.0,47387.24,743,Owned,Single,4
CUST-113730,39,Male,West,Tier 1,Salaried - Public Sector,1.0,82305.51,706,Rented,Single,1
CUST-113731,36,Male,Central,Tier 2,Salaried - Corporate,7.0,31842.2,631,Rented,Married,1
CUST-113732,52,Male,Central,Tier 2,Self-Employed Professional,0.0,83017.21,572,Owned,Single,2
CUST-113733,23,Female,West,Tier 2,Self-Employed Business,2.0,108510.48,677,Family Owned,Married,2
CUST-113734,47,Male,North,Tier 1,Self-Employed Professional,4.0,116101.66,743,Rented,Married,1
CUST-113735,45,Male,North-East,Tier 1,Salaried - Public Sector,3.0,47277.95,651,Owned,Single,0
CUST-113736,43,Female,South,Tier 1,Salaried - Public Sector,2.0,55100.25,666,Mortgaged,Married,1
CUST-113737,48,Female,East,Tier 3,Self-Employed Professional,,138389.29,718,,Single,2
CUST-113738,36,Male,West,Tier 1,Salaried - Public Sector,0.0,44731.02,634,Mortgaged,Married,0
CUST-113739,21,Male,North,Tier 2,Self-Employed Professional,1.0,71979.74,713,Mortgaged,Divorced,2
CUST-113740,36,Male,East,Tier 3,Self-Employed Business,8.0,47462.25,711,Rented,Married,1
CUST-113741,27,Female,South,Tier 2,Salaried - Public Sector,2.0,56107.9,670,Rented,Married,2
CUST-113742,29,Male,North,Tier 2,Salaried - Corporate,8.0,109339.78,755,Mortgaged,Married,2
CUST-113743,24,Female,North,Tier 1,Salaried - Corporate,3.0,52394.4,677,Mortgaged,Single,2
CUST-113744,32,Female,West,Tier 2,Salaried - Corporate,1.0,65032.53,685,Owned,Married,0
CUST-113745,31,Female,North,Tier 2,Salaried - Public Sector,10.0,65088.81,690,Mortgaged,Married,2
CUST-113746,21,Male,West,Tier 2,Salaried - Corporate,,45898.54,641,Family Owned,Married,3
CUST-113747,44,Male,East,Tier 2,Salaried - Public Sector,7.0,34909.16,647,Mortgaged,Single,2
CUST-113748,59,Female,East,Tier 2,Salaried - Corporate,0.0,56977.89,664,Rented,Married,1
CUST-113749,43,Male,West,Rural,Salaried - Corporate,22.0,41098.6,744,Rented,Married,1
CUST-113750,34,Male,South,Tier 3,Self-Employed Professional,0.0,18575.03,596,Family Owned,Single,0
CUST-113751,36,Male,South,Tier 2,Unemployed,0.0,9753.55,502,Owned,Married,1
CUST-113752,32,Female,North,Tier 2,Salaried - Corporate,,77888.83,738,Rented,Married,3
CUST-113753,37,Male,East,Tier 2,Salaried - Corporate,4.0,43250.24,718,Family Owned,Married,1
CUST-113754,36,Male,East,Tier 3,Salaried - Corporate,,51177.06,634,Rented,Married,5
CUST-113755,28,Female,South,Tier 1,Salaried - Corporate,,41652.37,775,Mortgaged,Married,0
CUST-113756,53,Male,East,Tier 2,Salaried - Corporate,8.0,57681.22,723,Owned,Married,1
CUST-113757,22,Female,South,Tier 1,Salaried - Corporate,0.0,74918.89,660,Mortgaged,Married,3
CUST-113758,44,Male,West,Tier 2,Self-Employed Business,4.0,90165.56,618,,Married,1
CUST-113759,35,Female,East,Tier 3,Self-Employed Professional,5.0,39576.97,708,Owned,Married,2
CUST-113760,56,Male,Central,Tier 1,Salaried - Corporate,1.0,76249.81,705,Rented,Divorced,0
CUST-113761,40,Female,South,Tier 1,Salaried - Corporate,6.0,181672.79,698,Owned,Single,4
CUST-113762,33,Female,West,Tier 1,Salaried - Public Sector,6.0,75368.65,705,Rented,Married,1
CUST-113763,34,Female,South,Tier 1,Self-Employed Professional,4.0,208094.45,677,Owned,Divorced,6
CUST-113764,37,Female,East,Tier 1,Salaried - Corporate,1.0,64593.35,617,Mortgaged,Single,4
CUST-113765,25,Male,South,Tier 2,Salaried - Corporate,3.0,14834.67,605,Owned,Married,1
CUST-113766,29,Female,South,Tier 2,Salaried - Corporate,1.0,78880.83,677,Mortgaged,Married,1
CUST-113767,21,Female,Central,Tier 3,Salaried - Corporate,1.0,108548.64,769,Rented,Married,2
CUST-113768,27,Female,North,Tier 1,Salaried - Corporate,5.0,75461.65,698,Rented,Married,0
CUST-113769,37,Female,North,Tier 2,Salaried - Public Sector,0.0,39015.61,632,Mortgaged,Married,1
CUST-113770,40,Male,West,Tier 1,Self-Employed Professional,5.0,90737.19,673,Mortgaged,Married,0
CUST-113771,21,Female,East,Tier 1,Salaried - Corporate,1.0,126194.45,721,Rented,Married,1
CUST-113772,35,Male,South,Rural,Unemployed,0.0,10581.78,392,Rented,Married,2
CUST-113773,42,Female,South,Tier 1,Salaried - Public Sector,10.0,48649.59,698,Owned,Married,1
CUST-113774,35,Male,South,Tier 1,Self-Employed Business,13.0,47639.14,778,Owned,Married,1
CUST-113775,30,Male,East,Tier 1,Self-Employed Business,9.0,156772.55,787,Mortgaged,Divorced,1
CUST-113776,32,Female,West,Rural,Self-Employed Business,1.0,491106.39,850,Mortgaged,Married,2
CUST-113777,31,Female,South,Tier 1,Salaried - Corporate,7.0,39240.65,643,Owned,Single,2
CUST-113778,30,Female,East,Tier 1,Salaried - Corporate,,96329.5,732,Owned,Married,2
CUST-113779,38,Female,West,Tier 2,Salaried - Corporate,0.0,76410.36,676,Family Owned,Divorced,0
CUST-113780,60,Female,West,Tier 1,Salaried - Public Sector,9.0,40694.4,736,Owned,Single,3
CUST-113781,29,Female,North,Tier 1,Salaried - Corporate,1.0,105360.63,696,Rented,Single,2
CUST-113782,33,Male,South,Tier 1,Salaried - Corporate,12.0,194919.89,809,Mortgaged,Single,4
CUST-113783,36,Female,East,Tier 2,Self-Employed Business,,142716.24,697,Rented,Divorced,1
CUST-113784,30,Female,West,Tier 2,Self-Employed Professional,,53108.72,684,Rented,Single,2
CUST-113785,47,Female,West,Tier 2,Unemployed,0.0,7749.68,476,Owned,Married,2
CUST-113786,21,Female,East,Tier 1,Salaried - Public Sector,,76228.32,741,Family Owned,Married,1
CUST-113787,31,Male,North-East,Tier 2,Salaried - Corporate,3.0,50378.26,629,,Married,0
CUST-113788,45,Male,South,Tier 2,Salaried - Corporate,9.0,75264.79,688,Mortgaged,Married,2
CUST-113789,34,Female,West,Tier 1,Salaried - Corporate,10.0,60636.31,694,Mortgaged,Married,2
CUST-113790,28,Male,West,Tier 2,Salaried - Corporate,0.0,34292.66,562,Mortgaged,Divorced,4
CUST-113791,41,Female,Central,Tier 2,Unemployed,0.0,13753.7,502,Owned,Single,0
CUST-113792,46,Male,North-East,Rural,Salaried - Corporate,2.0,72740.98,691,Owned,Single,0
CUST-113793,39,Female,South,Tier 2,Salaried - Corporate,2.0,81375.58,762,Mortgaged,Married,1
CUST-113794,28,Female,North,Tier 3,Salaried - Corporate,0.0,35295.28,634,Owned,Married,0
CUST-113795,41,Female,South,Tier 3,Self-Employed Business,20.0,24026.37,685,Mortgaged,Married,3
CUST-113796,32,Male,West,Tier 3,Self-Employed Professional,5.0,41697.61,645,Owned,Married,1
CUST-113797,44,Male,West,Tier 2,Self-Employed Business,5.0,58615.05,664,,Married,2
CUST-113798,51,Female,South,Tier 1,Salaried - Corporate,2.0,68673.42,670,Owned,Married,1
CUST-113799,21,Female,North,Tier 1,Salaried - Public Sector,1.0,140674.56,709,Rented,Married,2
CUST-113800,38,Male,South,Tier 3,Self-Employed Professional,3.0,41200.96,679,Rented,Married,0
CUST-113801,21,Male,South,Tier 2,Salaried - Corporate,1.0,57879.81,701,Rented,Married,2
CUST-113802,61,Male,North,Tier 1,Self-Employed Professional,12.0,137134.38,728,Mortgaged,Married,0
CUST-113803,32,Female,West,Tier 2,Salaried - Public Sector,6.0,60044.38,699,Rented,Married,2
CUST-113804,44,Female,South,Tier 3,Salaried - Corporate,5.0,84554.52,682,Owned,Married,3
CUST-113805,36,Female,East,Tier 1,Salaried - Corporate,9.0,53665.61,661,Mortgaged,Married,0
CUST-113806,28,Female,North,Tier 2,Salaried - Corporate,4.0,38893.48,719,Family Owned,Married,0
CUST-113807,27,Male,West,Tier 2,Salaried - Public Sector,6.0,42314.97,674,Owned,Single,3
CUST-113808,52,Female,West,Tier 1,Salaried - Public Sector,0.0,43934.4,633,Rented,Married,2
CUST-113809,46,Male,South,Tier 1,Salaried - Public Sector,1.0,65127.28,691,Owned,Single,1
CUST-113810,56,Male,East,Tier 3,Salaried - Corporate,15.0,43934.24,752,Owned,Married,1
CUST-113811,37,Male,North,Tier 3,Salaried - Corporate,1.0,34401.92,624,Family Owned,Single,2
CUST-113812,39,Male,North-East,Tier 3,Salaried - Corporate,3.0,53413.11,692,Owned,Married,5
CUST-113813,34,Male,West,Tier 1,Self-Employed Professional,3.0,121520.04,738,Rented,Married,2
CUST-113814,34,Male,West,Tier 1,Self-Employed Business,3.0,57027.63,686,Rented,Single,1
CUST-113815,26,Male,North,Tier 3,Salaried - Public Sector,5.0,46265.14,675,Mortgaged,Divorced,0
CUST-113816,37,Male,North,Tier 3,Salaried - Corporate,8.0,22822.45,734,Owned,Single,2
CUST-113817,29,Female,East,Tier 3,Self-Employed Business,8.0,28651.38,648,Rented,Married,3
CUST-113818,41,Male,North,Tier 1,Salaried - Corporate,20.0,144029.21,769,Mortgaged,Married,2
CUST-113819,38,Male,West,Tier 2,Salaried - Public Sector,17.0,44760.93,691,Rented,Married,3
CUST-113820,39,Male,South,Tier 2,Salaried - Corporate,13.0,48962.03,719,,Married,1
CUST-113821,53,Male,South,Tier 2,Self-Employed Professional,5.0,179903.8,665,Rented,Single,2
CUST-113822,36,Female,North,Tier 2,Salaried - Public Sector,2.0,52583.36,721,Mortgaged,Single,0
CUST-113823,44,Female,North-East,Tier 2,Salaried - Corporate,,47600.4,623,Owned,Married,0
CUST-113824,57,Female,Central,Tier 2,Contractual,17.0,17946.94,648,Mortgaged,Married,2
CUST-113825,50,Male,North,Tier 1,Salaried - Public Sector,27.0,76764.7,738,Mortgaged,Married,1
CUST-113826,48,Male,South,Tier 1,Salaried - Corporate,5.0,145379.76,799,Family Owned,Married,1
CUST-113827,33,Male,South,Tier 3,Contractual,7.0,19577.07,616,Family Owned,Married,1
CUST-113828,39,Female,South,Tier 1,Salaried - Corporate,1.0,134149.78,604,Rented,Married,3
CUST-113829,23,Female,Central,Tier 3,Salaried - Public Sector,1.0,34693.25,640,Mortgaged,Married,0
CUST-113830,41,Male,West,Tier 3,Self-Employed Professional,6.0,31544.48,681,Owned,Married,2
CUST-113831,39,Male,Central,Tier 3,Self-Employed Business,1.0,39032.11,642,Rented,Married,0
CUST-113832,37,Male,West,Tier 1,Self-Employed Professional,3.0,55019.18,631,Mortgaged,Divorced,1
CUST-113833,47,Male,West,Tier 1,Self-Employed Business,4.0,249328.25,630,Owned,Married,1
CUST-113834,24,Female,East,Tier 1,Self-Employed Professional,3.0,169575.82,815,Mortgaged,Married,2
CUST-113835,53,Male,West,Tier 2,Salaried - Corporate,22.0,65836.27,850,Owned,Single,2
CUST-113836,46,Female,East,Tier 1,Self-Employed Professional,1.0,20741.01,580,Owned,Single,2
CUST-113837,36,Male,North,Tier 1,Self-Employed Professional,0.0,208783.01,739,Rented,Single,0
CUST-113838,35,Male,East,Tier 1,Salaried - Corporate,1.0,58201.7,653,Mortgaged,Married,2
CUST-113839,41,Female,South,Tier 2,Salaried - Corporate,4.0,39697.72,711,Owned,Married,1
CUST-113840,52,Female,North-East,Tier 2,Self-Employed Professional,9.0,54186.56,681,Owned,Single,2
CUST-113841,38,Male,South,Tier 2,Contractual,4.0,27390.31,595,Rented,Single,3
CUST-113842,38,Male,North,Tier 1,Self-Employed Professional,16.0,111369.72,688,Rented,Single,1
CUST-113843,37,Female,North,Tier 3,Self-Employed Professional,6.0,95315.11,677,Rented,Married,1
CUST-113844,54,Male,Central,Tier 2,Salaried - Corporate,3.0,70555.36,728,Owned,Married,3
CUST-113845,33,Male,Central,Tier 1,Salaried - Corporate,8.0,71451.68,731,Family Owned,Married,1
CUST-113846,36,Male,West,Tier 1,Salaried - Public Sector,15.0,54923.12,707,Rented,Married,2
CUST-113847,51,Female,North,Tier 1,Salaried - Corporate,2.0,45404.22,727,Owned,Married,3
CUST-113848,38,Male,North,Tier 1,Self-Employed Professional,1.0,108053.58,645,Mortgaged,Single,1
CUST-113849,48,Female,South,Tier 2,Salaried - Corporate,1.0,70601.31,631,Mortgaged,Married,2
CUST-113850,27,Male,North-East,Rural,Salaried - Corporate,4.0,27736.86,642,Owned,Married,2
CUST-113851,34,Male,West,Tier 1,Salaried - Corporate,3.0,41576.74,709,Owned,Married,3
CUST-113852,51,Female,Central,Tier 3,Salaried - Corporate,1.0,60122.7,749,Owned,Married,3
CUST-113853,30,Female,East,Tier 3,Salaried - Public Sector,7.0,31055.6,556,Mortgaged,Married,2
CUST-113854,35,Female,West,Tier 1,Salaried - Corporate,2.0,39280.65,630,Owned,Married,1
CUST-113855,39,Male,South,Tier 1,Salaried - Corporate,8.0,43870.74,739,Mortgaged,Married,2
CUST-113856,27,Male,North,Tier 2,Salaried - Corporate,6.0,70130.01,636,Mortgaged,Single,1
CUST-113857,32,Female,Central,Tier 3,Salaried - Public Sector,11.0,68937.98,613,Mortgaged,Married,0
CUST-113858,38,Male,North,Tier 1,Salaried - Corporate,0.0,117027.2,689,Mortgaged,Divorced,1
CUST-113859,37,Male,West,Tier 2,Salaried - Public Sector,2.0,23126.8,688,Owned,Married,3
CUST-113860,49,Male,East,Tier 2,Salaried - Corporate,4.0,51631.64,686,Rented,Married,2
CUST-113861,52,Male,North,Tier 2,Salaried - Corporate,11.0,81471.01,775,Owned,Married,1
CUST-113862,28,Male,North,Tier 2,Self-Employed Business,3.0,26029.03,719,Mortgaged,Married,4
CUST-113863,38,Female,South,Tier 2,Salaried - Public Sector,6.0,93669.72,765,Owned,Single,0
CUST-113864,43,Female,West,Tier 2,Salaried - Corporate,3.0,22009.83,701,Rented,Married,2
CUST-113865,52,Female,North,Tier 2,Self-Employed Business,0.0,111678.88,629,Mortgaged,Married,1
CUST-113866,44,Other,South,Tier 1,Self-Employed Business,2.0,74384.52,663,Rented,Single,3
CUST-113867,39,Male,East,Tier 2,Salaried - Corporate,,60423.39,654,Owned,Married,2
CUST-113868,43,Male,North,Tier 1,Salaried - Corporate,7.0,73517.91,685,Owned,Married,0
CUST-113869,43,Male,North,Rural,Salaried - Public Sector,12.0,25904.68,715,Mortgaged,Married,3
CUST-113870,27,Female,South,Tier 1,Self-Employed Professional,5.0,118638.49,755,Mortgaged,Married,3
CUST-113871,38,Male,South,Tier 1,Salaried - Public Sector,8.0,58202.39,684,Rented,Married,3
CUST-113872,51,Male,East,Tier 1,Self-Employed Professional,3.0,122056.68,769,Owned,Married,0
CUST-113873,34,Male,Central,Tier 3,Self-Employed Professional,2.0,33593.07,592,Family Owned,Married,0
CUST-113874,38,Male,North,Tier 2,Contractual,2.0,24104.9,700,Family Owned,Married,4
CUST-113875,34,Male,Central,Tier 2,Self-Employed Business,1.0,107971.62,736,Mortgaged,Married,2
CUST-113876,21,Male,South,Tier 3,Salaried - Corporate,1.0,28303.4,712,,Married,2
CUST-113877,37,Female,East,Tier 3,Salaried - Public Sector,9.0,58739.56,680,Rented,Married,2
CUST-113878,40,Male,West,Tier 1,Salaried - Public Sector,0.0,71717.43,644,Mortgaged,Married,1
CUST-113879,31,Female,East,Tier 2,Salaried - Public Sector,5.0,108353.17,780,Mortgaged,Single,1
