customer_id,age,gender,city,annual_income,visit_frequency,avg_purchase_value,online_activity_score,membership_years,discount_usage,monthly_spending,loyal_customer
CUST-19098,39,Other,Phoenix,53095.19,12,150.96,96.3,5.2,,1758.99,1
CUST-19099,32,Female,New York,34313.08,6,65.79,55.4,0.7,0.44,491.92,0
CUST-19100,33,Male,San Francisco,123051.3,5,301.33,56.9,2.6,0.41,1700.19,0
CUST-19101,50,Female,San Francisco,40346.33,6,60.14,68.7,5.3,0.47,496.86,1
CUST-19102,46,Male,Miami,75685.83,11,115.58,90.9,11.1,0.51,1330.05,1
CUST-19103,54,Other,New York,77990.5,8,91.26,77.8,11.8,0.5,917.53,1
CUST-19104,26,Female,Phoenix,38837.18,6,65.87,68.4,2.8,0.58,477.5,0
CUST-19105,33,Male,New York,42083.18,3,82.12,91.1,2.2,0.74,360.74,0
CUST-19106,47,Male,Boston,76646.27,3,154.7,46.1,4.2,0.35,631.31,0
CUST-19107,43,Female,San Francisco,49031.09,12,66.59,64.4,5.4,0.54,814.04,1
CUST-19108,56,Other,New York,133797.31,9,189.3,,9.6,0.39,1940.91,1
CUST-19109,43,Female,New York,136261.33,8,306.88,73.2,7.4,0.22,2707.77,1
CUST-19110,60,Male,San Francisco,172385.62,9,289.14,62.2,12.4,0.19,3030.58,1
CUST-19111,44,Male,Chicago,65462.9,8,180.1,100.0,9.1,0.53,1439.91,1
CUST-19112,50,Male,San Francisco,61964.53,7,110.98,51.4,0.8,0.45,905.34,0
CUST-19113,34,Female,Los Angeles,53707.65,7,115.29,82.8,5.2,0.54,875.02,1
CUST-19114,38,Other,Phoenix,40521.81,7,78.8,96.1,5.1,0.69,544.47,1
CUST-19115,48,Female,New York,82793.71,11,116.55,80.2,6.6,0.6,1418.36,1
CUST-19116,57,Female,Houston,64023.81,11,160.52,75.4,9.6,0.54,1730.95,1
CUST-19117,46,Female,Austin,110314.69,6,286.25,83.2,9.9,0.39,1892.05,1
CUST-19118,37,Female,Phoenix,49251.8,12,92.41,63.0,4.4,0.53,1120.1,1
CUST-19119,54,Female,New York,36260.74,7,62.08,55.5,2.8,0.55,465.57,0
CUST-19120,18,Female,Austin,48610.74,7,94.35,94.6,0.5,0.54,749.64,1
CUST-19121,20,Male,New York,159218.14,8,209.15,76.1,0.8,,2023.47,0
CUST-19122,46,Female,San Francisco,34828.21,11,59.96,72.7,9.2,0.6,676.9,1
CUST-19123,38,Male,Houston,74479.69,8,136.06,89.0,2.0,0.53,1161.84,1
CUST-19124,45,Male,Los Angeles,51250.23,8,68.85,74.3,7.9,0.64,606.13,1
CUST-19125,38,Female,New York,47022.07,7,98.7,80.0,2.4,0.58,746.72,0
CUST-19126,44,Female,New York,89135.25,6,242.4,75.8,4.0,0.58,1500.98,1
CUST-19127,28,Female,Seattle,147800.71,8,290.84,67.3,2.1,0.48,2533.39,1
CUST-19128,44,Male,Seattle,80287.21,8,186.3,62.3,4.9,0.31,1659.38,1
CUST-19129,49,Female,Chicago,49887.12,4,100.15,65.3,0.8,0.48,540.98,0
CUST-19130,52,Female,New York,38256.93,11,82.27,100.0,10.6,0.81,828.46,1
CUST-19131,62,Male,Seattle,64454.77,11,101.72,78.9,12.8,0.6,1127.89,1
CUST-19132,40,Female,Houston,26439.96,4,85.55,80.7,4.9,0.69,363.2,0
CUST-19133,41,Male,Chicago,48719.18,5,97.32,52.5,2.0,0.52,630.96,0
CUST-19134,19,Male,Chicago,55119.64,9,128.89,75.5,0.5,0.51,1111.85,1
CUST-19135,31,Female,Chicago,18000.0,7,30.11,72.6,1.1,0.76,224.79,0
CUST-19136,35,Male,Houston,103039.51,8,179.81,62.0,1.6,0.53,1522.96,0
CUST-19137,50,Male,Phoenix,26248.88,11,48.9,75.1,11.3,0.68,566.97,1
CUST-19138,30,Male,Chicago,51834.47,7,88.77,77.1,2.6,0.43,772.73,1
CUST-19139,47,Male,Boston,84900.75,6,171.13,,1.7,0.42,1185.51,0
CUST-19140,37,Male,Los Angeles,119854.86,6,156.29,70.5,2.3,0.38,1157.22,1
CUST-19141,35,Male,Houston,34635.35,9,103.58,85.0,6.5,0.77,880.03,1
CUST-19142,40,Male,Los Angeles,18000.0,9,64.38,93.1,4.7,0.75,453.65,1
CUST-19143,33,Male,San Francisco,130066.88,11,340.23,83.2,3.3,0.38,3807.52,1
CUST-19144,32,Male,New York,39157.89,8,68.44,56.7,3.2,0.59,582.86,0
CUST-19145,18,Male,New York,87537.82,5,96.17,68.5,0.5,0.54,744.48,0
CUST-19146,35,Female,Miami,63544.87,9,162.1,72.3,6.6,0.56,1380.23,1
CUST-19147,32,Female,New York,18000.0,5,29.32,60.6,0.9,0.64,154.42,0
CUST-19148,31,Male,Phoenix,21746.78,5,54.78,69.1,3.8,0.57,249.59,0
CUST-19149,43,Female,Austin,47330.23,4,108.92,78.0,1.0,0.39,506.61,0
CUST-19150,45,Other,Houston,18000.0,10,47.48,52.8,5.1,0.68,461.62,1
CUST-19151,40,Female,New York,37461.87,10,41.54,71.0,8.0,0.55,403.11,1
CUST-19152,49,Male,Los Angeles,66250.69,12,197.48,76.8,9.6,0.68,2115.83,1
CUST-19153,44,Female,Miami,49240.16,9,115.11,54.1,3.8,0.53,1057.92,0
CUST-19154,34,Male,Los Angeles,72481.68,7,188.43,58.9,3.8,0.27,1464.27,1
CUST-19155,32,Male,San Francisco,94947.82,9,211.56,58.1,1.3,0.42,2001.57,1
CUST-19156,41,Male,Miami,22198.76,10,21.68,86.9,8.8,0.68,281.12,1
CUST-19157,44,Male,Houston,27072.74,12,45.88,71.8,7.5,0.57,563.96,1
CUST-19158,54,Female,Miami,75311.63,6,144.09,77.5,5.7,0.49,1036.21,0
CUST-19159,52,Female,Los Angeles,133509.39,10,168.62,61.6,4.7,0.22,2062.17,1
CUST-19160,31,Female,Houston,31729.52,5,69.63,69.6,1.6,0.6,304.15,0
CUST-19161,36,Male,San Francisco,86329.36,12,126.58,86.0,5.8,0.26,1693.12,1
CUST-19162,46,Male,New York,109496.3,10,291.44,76.2,5.2,0.38,2987.4,1
CUST-19163,50,Male,Los Angeles,70160.43,8,124.17,61.3,4.6,0.44,1097.32,1
CUST-19164,49,Male,Phoenix,43055.98,13,85.37,83.9,11.3,0.85,1000.86,1
CUST-19165,37,Other,Phoenix,35394.6,5,29.98,70.5,1.6,0.54,272.91,0
CUST-19166,22,Female,Houston,138876.64,4,255.82,71.5,0.8,0.24,1368.09,0
CUST-19167,26,Female,Miami,54003.88,3,122.24,79.2,1.4,0.6,431.53,0
CUST-19168,41,Female,Houston,62515.99,9,109.64,59.7,2.8,0.49,1028.29,1
CUST-19169,42,Male,Seattle,79642.54,4,168.83,,5.8,0.54,836.51,1
CUST-19170,24,Male,San Francisco,50527.0,9,137.8,76.0,1.6,0.59,1244.13,0
CUST-19171,38,Male,Los Angeles,63906.25,11,83.1,56.1,0.9,0.38,1001.03,0
CUST-19172,45,Male,Chicago,48420.03,7,88.11,68.5,2.0,0.65,618.22,0
CUST-19173,24,Female,San Francisco,63984.65,9,172.12,71.6,0.9,0.52,1439.35,1
CUST-19174,51,Male,Boston,76175.95,2,112.47,59.0,1.4,,483.03,0
CUST-19175,33,Male,New York,46271.57,11,86.43,61.3,1.2,,933.28,1
CUST-19176,53,Female,Houston,28178.44,6,46.57,39.8,3.7,0.51,319.8,0
CUST-19177,31,Female,New York,94039.21,4,164.69,59.2,2.1,0.5,854.41,0
CUST-19178,25,Male,Los Angeles,47760.62,7,88.1,65.6,2.3,0.45,689.55,1
CUST-19179,32,Female,San Francisco,63829.09,4,179.85,76.4,1.6,0.69,851.19,0
CUST-19180,36,Male,New York,27881.16,9,103.72,56.8,5.0,0.61,902.7,1
CUST-19181,33,Female,San Francisco,122763.33,10,259.92,56.2,0.8,,2830.59,1
CUST-19182,35,Male,Boston,84485.03,5,125.14,73.4,4.6,0.48,780.88,0
CUST-19183,42,Male,Austin,84909.78,6,221.23,80.6,7.7,,1413.25,1
CUST-19184,35,Female,Los Angeles,75616.12,5,86.87,54.8,4.3,0.48,589.59,0
CUST-19185,37,Male,San Francisco,35542.83,6,120.91,95.9,1.9,0.66,653.67,0
CUST-19186,18,Female,Boston,72898.33,8,177.99,90.5,0.5,0.74,1403.26,0
CUST-19187,42,Female,New York,53935.16,9,133.95,75.1,7.8,0.64,1140.22,1
CUST-19188,36,Male,Chicago,35149.36,5,79.4,70.8,3.4,0.58,380.12,0
CUST-19189,57,Female,Boston,83478.61,10,203.28,65.1,4.2,0.44,2058.3,0
CUST-19190,26,Female,Los Angeles,142773.74,8,290.75,51.5,3.0,0.15,2682.89,1
CUST-19191,18,Male,Boston,137172.05,10,249.29,71.2,0.5,0.19,2844.58,1
CUST-19192,45,Female,Houston,70247.44,16,131.02,82.9,8.8,0.56,2031.73,1
CUST-19193,42,Female,New York,72040.99,5,145.37,64.0,0.7,0.44,934.29,1
CUST-19194,25,Female,Chicago,51073.4,7,71.82,76.7,1.3,0.61,626.46,1
CUST-19195,19,Female,Los Angeles,39636.68,7,105.46,56.0,0.5,0.61,764.55,0
CUST-19196,56,Female,Los Angeles,54442.23,10,90.54,57.5,9.0,0.55,959.47,1
CUST-19197,54,Other,Houston,81061.93,10,86.37,64.6,3.1,0.34,989.95,1
CUST-19198,18,Female,Houston,128062.83,3,257.79,81.3,0.5,0.34,1070.88,0
CUST-19199,32,Male,Houston,34216.6,9,40.15,61.0,4.0,0.49,486.23,0
CUST-19200,57,Male,New York,26973.17,6,52.7,67.7,5.5,0.54,397.57,1
CUST-19201,32,Male,Miami,39468.96,7,69.83,77.5,4.0,0.53,502.25,0
CUST-19202,32,Female,Houston,80876.92,9,161.89,69.0,2.5,0.38,1564.94,1
CUST-19203,34,Female,Miami,145051.68,5,370.77,75.0,3.3,0.19,2215.02,1
CUST-19204,24,Male,Miami,99084.4,6,198.55,57.2,0.8,0.17,1385.03,0
CUST-19205,18,Male,Los Angeles,118468.76,5,219.06,57.4,0.5,0.28,1411.05,0
CUST-19206,50,Male,New York,47825.99,7,90.1,63.3,3.3,0.48,708.81,1
CUST-19207,18,Male,Boston,43115.03,2,107.24,100.0,0.5,0.65,300.91,0
CUST-19208,40,Female,Miami,26550.45,5,68.51,74.1,5.1,0.63,373.68,0
CUST-19209,48,Female,New York,52436.84,7,131.99,87.8,6.9,0.64,919.87,1
CUST-19210,20,Female,San Francisco,119793.07,9,351.86,58.2,0.8,0.39,3276.22,1
CUST-19211,26,Male,New York,164776.98,8,410.59,58.5,1.0,,3739.04,1
CUST-19212,52,Female,New York,86930.41,9,131.42,63.8,7.4,0.37,1347.24,1
CUST-19213,44,Female,Houston,45303.8,11,80.59,63.0,4.3,0.47,934.21,1
CUST-19214,30,Female,New York,42904.94,7,88.07,57.8,4.7,0.56,577.26,0
CUST-19215,52,Female,Austin,56333.95,11,103.81,88.4,10.9,0.73,1081.86,1
CUST-19216,52,Male,Boston,71961.37,8,176.67,88.2,10.4,0.47,1452.74,1
CUST-19217,41,Male,Phoenix,23461.2,3,49.08,62.3,2.3,0.67,106.31,0
CUST-19218,27,Female,New York,115941.5,6,304.99,67.8,1.2,0.41,2022.31,0
CUST-19219,33,Female,Los Angeles,50402.95,8,79.13,76.7,0.7,0.63,709.62,0
CUST-19220,41,Female,Chicago,87509.1,8,178.07,77.7,6.1,0.52,1451.03,1
CUST-19221,35,Male,Houston,51187.3,10,111.34,53.0,2.8,0.43,1089.01,1
CUST-19222,49,Female,New York,84856.17,6,118.42,60.7,4.2,0.34,895.77,0
CUST-19223,19,Male,Houston,36233.24,4,63.33,72.5,0.5,0.77,259.61,0
CUST-19224,20,Other,Chicago,47881.41,7,115.27,71.7,0.7,0.54,834.71,0
CUST-19225,40,Female,Boston,89620.79,6,161.06,77.6,1.6,0.45,1114.98,0
CUST-19226,32,Female,Boston,60874.67,10,131.8,65.3,5.2,0.53,1311.78,1
CUST-19227,30,Female,Houston,29620.43,10,66.23,63.7,0.6,0.62,623.96,0
CUST-19228,18,Male,Phoenix,51556.14,8,111.03,67.6,0.5,0.63,896.67,0
CUST-19229,38,Male,New York,88693.52,6,174.89,60.7,6.8,0.24,1275.96,1
CUST-19230,37,Male,Los Angeles,123773.21,6,160.52,84.5,4.0,0.24,1221.87,1
CUST-19231,45,Male,Boston,115681.75,11,325.17,100.0,10.2,0.41,3522.68,1
CUST-19232,38,Female,San Francisco,73434.89,6,205.09,47.4,4.0,0.35,1329.54,0
CUST-19233,36,Male,New York,55627.73,7,98.74,80.0,6.7,0.55,781.95,1
CUST-19234,52,Female,Houston,45915.41,6,125.58,45.1,3.6,0.46,778.6,0
CUST-19235,22,Male,Boston,50033.84,3,97.08,84.8,1.2,0.53,474.02,0
CUST-19236,44,Female,Los Angeles,80245.23,10,193.52,60.0,10.3,0.49,1950.44,1
CUST-19237,18,Female,New York,123122.76,4,188.24,66.4,0.5,0.39,1060.52,0
CUST-19238,27,Male,Boston,120841.95,12,230.29,71.6,0.5,0.38,2900.63,1
CUST-19239,23,Male,Chicago,46290.26,5,83.94,82.5,0.6,0.57,504.42,0
CUST-19240,47,Male,Chicago,44036.63,11,56.52,78.6,10.0,,668.85,1
CUST-19241,37,Female,Los Angeles,50491.72,10,109.2,61.6,4.0,0.51,1051.55,1
CUST-19242,37,Female,Boston,24743.13,9,30.35,65.0,4.3,0.66,297.95,1
CUST-19243,24,Male,Seattle,37113.55,9,111.1,60.6,2.0,0.49,1004.5,1
CUST-19244,34,Female,Chicago,55910.85,9,156.19,80.9,5.3,0.47,1417.87,1
CUST-19245,28,Male,New York,88410.01,4,184.01,62.8,2.2,0.41,960.1,0
CUST-19246,42,Female,Chicago,72720.36,11,145.29,69.1,8.3,0.63,1641.85,1
CUST-19247,26,Male,New York,49506.41,5,147.05,54.4,1.8,0.53,846.1,0
CUST-19248,53,Female,New York,125870.25000000001,9,98.31,74.5,9.6,0.65,924.95,1
CUST-19249,18,Female,Chicago,49713.82,4,54.38,68.1,0.5,0.6,358.13,0
CUST-19250,28,Female,New York,60448.17,7,85.1,48.4,1.0,,667.69,0
CUST-19251,58,Male,Austin,84062.77,12,119.67,75.9,12.8,0.46,1492.35,1
CUST-19252,32,Male,New York,38025.7,8,75.94,50.1,2.1,0.59,638.41,0
CUST-19253,22,Female,Chicago,32020.84,6,82.42,71.8,0.9,0.73,516.96,0
CUST-19254,40,Male,New York,62999.81,11,127.36,83.6,6.0,0.56,1377.99,1
CUST-19255,32,Male,San Francisco,38317.82,11,70.86,82.0,3.5,0.47,818.15,1
CUST-19256,27,Female,New York,28278.85,4,76.07,63.6,0.8,0.66,347.89,0
CUST-19257,24,Male,Houston,24390.97,7,81.83,65.7,2.0,0.7,556.38,0
CUST-19258,71,Male,Miami,45585.7,6,91.07,55.4,9.4,0.56,597.76,1
CUST-19259,34,Female,Austin,81680.91,7,223.84,70.0,5.5,0.24,1797.08,1
CUST-19260,18,Male,San Francisco,105046.2,3,142.46,86.5,0.5,0.42,690.45,0
CUST-19261,55,Male,New York,161791.27,4,370.15,64.2,6.4,0.02,1987.98,1
CUST-19262,45,Female,New York,76952.0,13,217.99,72.1,4.3,0.45,2749.26,1
CUST-19263,28,Female,San Francisco,85354.84,11,201.29,79.4,0.5,0.55,2212.05,1
CUST-19264,26,Male,Los Angeles,54970.86,3,109.79,86.9,0.6,0.68,451.99,0
CUST-19265,46,Female,Chicago,51424.86,6,58.8,66.5,1.9,0.55,499.36,0
CUST-19266,35,Female,Austin,168650.34,8,361.13,73.9,6.4,0.29,3184.03,1
CUST-19267,18,Male,Miami,58652.32,2,135.67,79.1,0.5,0.6,408.15,0
CUST-19268,59,Male,Seattle,80602.16,10,120.61,82.3,7.7,0.63,1225.2,1
CUST-19269,32,Male,Seattle,38199.83,6,119.99,50.9,1.4,0.59,761.21,0
CUST-19270,55,Female,Phoenix,59865.2,6,141.89,55.7,2.6,0.5,892.02,0
CUST-19271,53,Female,San Francisco,105412.68,5,192.01,54.0,4.0,0.24,1166.34,0
CUST-19272,25,Male,Los Angeles,108544.66,9,156.61,59.4,2.6,0.2,1674.58,1
CUST-19273,50,Female,Austin,81662.68,4,183.5,99.6,6.9,0.55,859.93,1
CUST-19274,30,Female,Los Angeles,58477.24,11,122.34,40.8,4.0,0.4,1384.87,1
CUST-19275,18,Male,Phoenix,44798.41,10,55.88,62.2,0.5,0.53,626.12,0
CUST-19276,32,Female,Los Angeles,60097.38,5,152.61,76.1,3.6,0.61,829.38,0
CUST-19277,42,Male,New York,77164.76,4,192.62,81.4,6.1,0.62,869.44,1
CUST-19278,32,Female,Houston,97006.37,6,201.6,65.8,0.7,0.52,1310.07,0
CUST-19279,34,Female,Los Angeles,106519.33,7,197.41,70.3,3.1,0.26,1649.71,1
CUST-19280,51,Female,Phoenix,71046.86,7,140.08,66.8,11.5,0.51,1069.08,1
CUST-19281,39,Female,Houston,141961.57,7,383.42,59.1,4.4,0.24,2986.36,1
CUST-19282,27,Female,Houston,18000.0,12,10.0,73.0,1.8,0.59,149.51,1
CUST-19283,46,Female,New York,58108.97,6,70.49,81.3,6.1,0.45,531.43,1
CUST-19284,40,Female,Chicago,56565.46,6,100.12,70.7,3.7,0.43,634.7,0
CUST-19285,18,Female,Miami,36775.68,10,93.48,74.5,0.5,0.49,888.25,0
CUST-19286,43,Female,Los Angeles,39139.47,6,111.43,86.5,1.8,0.61,675.67,0
CUST-19287,42,Male,Chicago,24105.86,13,45.14,75.9,9.3,0.72,590.44,1
CUST-19288,38,Female,Houston,44048.32,7,125.92,65.4,0.8,0.53,876.98,0
CUST-19289,48,Female,Seattle,105890.1,5,304.55,77.8,6.1,0.31,1664.66,1
CUST-19290,29,Female,Phoenix,71797.7,4,90.89,72.7,1.3,0.38,520.92,0
CUST-19291,42,Other,New York,50213.52,8,112.48,59.8,1.0,,933.1,0
CUST-19292,19,Male,Seattle,75604.12,6,180.25,79.7,0.5,0.51,1169.65,0
CUST-19293,42,Male,Seattle,133511.58,14,169.78,89.7,9.5,0.28,2620.61,1
CUST-19294,61,Male,San Francisco,35469.86,6,64.14,84.0,11.4,0.62,426.61,1
CUST-19295,26,Female,Chicago,52542.21,5,108.39,55.4,1.2,0.47,586.79,0
CUST-19296,28,Female,San Francisco,87528.56,3,169.43,74.4,2.2,0.54,619.48,0
CUST-19297,29,Female,Chicago,57170.76,9,84.61,78.4,0.7,0.55,855.85,0
CUST-19298,39,Male,San Francisco,116051.45,4,313.51,82.5,4.7,0.32,1547.28,1
CUST-19299,25,Female,Seattle,32023.67,11,59.19,44.8,0.7,0.75,590.29,0
CUST-19300,43,Female,Boston,39317.0,6,81.1,85.3,8.0,0.56,494.01,1
CUST-19301,48,Female,Chicago,80002.31,7,129.12,68.0,1.2,0.51,1067.35,0
CUST-19302,44,Male,Seattle,28912.56,7,70.66,55.4,0.6,0.5,481.02,0
CUST-19303,18,Female,New York,109753.09,3,252.17,82.9,0.5,0.33,1029.05,0
CUST-19304,49,Female,New York,91584.17,12,215.93,71.7,11.7,0.27,2677.02,1
CUST-19305,49,Other,Houston,74582.9,8,180.04,61.6,1.5,0.5,1351.68,1
CUST-19306,47,Female,Phoenix,38560.92,6,45.92,57.3,3.6,0.47,340.77,0
CUST-19307,42,Female,New York,94374.28,17,258.27,76.0,7.2,0.51,4095.89,1
CUST-19308,40,Male,Chicago,31654.84,10,74.65,69.1,5.0,0.61,699.12,1
CUST-19309,50,Male,New York,59447.69,11,115.6,89.2,12.2,0.61,1278.44,1
CUST-19310,61,Female,Phoenix,49652.74,8,121.4,71.9,6.1,0.67,940.22,1
CUST-19311,26,Male,Seattle,43207.48,1,69.19,73.7,0.5,0.71,217.85,0
CUST-19312,50,Male,San Francisco,84586.14,5,150.75,41.8,0.7,0.38,917.92,0
CUST-19313,36,Male,Chicago,32102.42,6,57.12,70.0,4.3,0.69,373.53,0
CUST-19314,36,Female,Austin,68161.53,7,97.58,72.0,5.5,0.52,767.14,1
CUST-19315,19,Female,San Francisco,181207.38,7,268.97,71.8,0.5,0.03,2438.29,0
CUST-19316,34,Male,Miami,27456.93,9,64.77,69.7,5.9,0.73,518.4,1
CUST-19317,26,Female,San Francisco,74996.16,5,96.79,60.0,1.1,0.45,648.95,0
CUST-19318,32,Female,Austin,26537.91,6,51.14,63.2,4.3,0.65,334.48,0
CUST-19319,24,Male,Miami,33935.93,10,74.39,52.3,2.1,0.54,798.91,1
CUST-19320,32,Male,Houston,73107.14,8,181.79,73.5,4.8,0.54,1472.59,1
CUST-19321,33,Female,Chicago,45865.84,9,90.92,60.3,2.8,0.52,836.33,0
CUST-19322,39,Female,San Francisco,109938.6,4,217.22,84.9,5.4,0.5,1176.55,1
CUST-19323,18,Male,Phoenix,58254.76,1,69.11,65.7,0.5,0.59,266.4,0
CUST-19324,20,Male,Phoenix,47210.91,4,60.05,54.8,0.7,0.46,362.84,0
CUST-19325,42,Male,Los Angeles,37236.91,3,88.01,42.0,3.1,0.48,387.89,0
CUST-19326,28,Male,Chicago,80140.31,9,95.82,85.5,2.9,0.56,993.66,0
CUST-19327,50,Male,Houston,59920.48,7,139.3,84.7,9.2,0.44,1008.74,1
CUST-19328,40,Female,Seattle,31543.52,8,56.76,71.5,2.1,0.58,497.85,0
CUST-19329,45,Female,Miami,31775.28,7,60.43,79.5,5.1,0.65,434.58,1
CUST-19330,54,Female,New York,18317.1,5,29.52,78.1,6.4,0.65,131.11,1
CUST-19331,34,Male,Los Angeles,31474.99,5,90.94,,4.9,0.66,459.66,0
CUST-19332,31,Female,New York,62530.92,2,85.19,53.7,3.6,0.37,400.41,0
CUST-19333,48,Male,New York,43138.74,11,89.51,46.2,6.0,0.48,1008.87,1
CUST-19334,44,Male,Los Angeles,41106.79,11,55.34,69.9,7.0,0.45,636.07,1
CUST-19335,35,Female,Miami,103155.39,14,224.62,77.5,2.2,0.38,3171.87,1
CUST-19336,54,Female,Boston,108741.44,10,231.13,46.7,3.7,0.26,2471.8,1
CUST-19337,35,Male,Chicago,40193.32,7,28.03,59.9,2.0,0.47,315.82,0
CUST-19338,38,Female,Houston,76532.86,5,189.87,61.9,0.7,0.47,1059.39,0
CUST-19339,38,Female,San Francisco,139233.64,7,376.7,68.4,5.7,0.28,2832.82,1
CUST-19340,26,Female,Austin,81193.01,11,146.4,73.5,3.2,0.53,1635.92,1
CUST-19341,38,Female,Boston,75492.25,6,154.86,70.8,2.8,0.32,1082.14,0
CUST-19342,54,Other,New York,126660.57,7,264.25,78.0,13.4,0.4,2096.41,1
CUST-19343,43,Female,Los Angeles,91539.05,13,127.49,87.2,6.3,0.56,1690.2,1
CUST-19344,38,Female,New York,39877.1,17,90.12,64.1,2.2,0.63,1435.87,1
CUST-19345,36,Male,Phoenix,44363.55,12,133.66,59.4,0.6,0.5,1518.48,1
CUST-19346,41,Male,San Francisco,57551.63,10,111.21,74.9,6.8,0.52,1143.97,1
CUST-19347,46,Female,Los Angeles,110857.26,17,158.51,74.7,8.0,0.34,2812.74,1
CUST-19348,45,Female,Seattle,50662.06,12,58.28,73.8,2.9,0.6,700.07,0
CUST-19349,34,Male,Chicago,39053.89,5,72.86,65.7,2.5,0.52,478.71,0
CUST-19350,41,Female,Austin,99573.49,7,139.65,77.7,8.3,0.34,1227.77,1
CUST-19351,43,Male,New York,83278.03,6,212.36,76.4,2.0,0.43,1371.51,1
CUST-19352,25,Female,New York,210238.06,5,283.6,71.4,2.4,0.11,2020.11,1
CUST-19353,40,Male,Los Angeles,40483.15,13,93.13,75.4,1.9,0.5,1171.47,1
CUST-19354,18,Male,New York,56426.07,8,111.68,85.8,0.5,0.67,943.18,1
CUST-19355,43,Female,Miami,90191.51,12,134.95,85.7,5.2,0.41,1702.22,1
CUST-19356,45,Male,New York,38582.51,8,91.01,81.7,5.4,0.8,670.07,0
CUST-19357,46,Male,San Francisco,146725.45,5,406.65,59.3,3.6,0.31,2370.73,0
CUST-19358,33,Female,New York,39989.69,7,50.93,72.2,1.9,,403.31,0
CUST-19359,41,Female,Los Angeles,84531.01,6,182.44,57.6,6.9,0.32,1238.18,1
CUST-19360,55,Female,Seattle,26946.75,5,72.43,25.5,4.4,0.49,386.3,0
CUST-19361,54,Female,Austin,60954.02,9,102.36,82.1,9.0,0.51,951.38,1
CUST-19362,37,Male,Chicago,28682.0,14,23.04,59.0,6.5,0.52,376.92,1
CUST-19363,39,Female,Austin,156130.55,6,254.63,63.4,7.1,0.23,1917.8,1
CUST-19364,51,Female,Phoenix,28533.22,12,78.72,67.3,2.6,0.59,846.1,1
CUST-19365,19,Other,Chicago,37585.05,9,68.37,44.0,0.5,0.52,686.36,0
CUST-19366,34,Female,Miami,67266.64,7,158.01,65.7,4.1,0.48,1198.41,1
CUST-19367,54,Female,Los Angeles,46132.97,5,85.56,56.1,4.4,0.41,521.9,0
CUST-19368,49,Female,Los Angeles,88409.85,10,114.46,,5.2,0.52,1247.44,1
CUST-19369,42,Male,Phoenix,34173.11,2,34.77,62.9,3.1,0.71,160.73,0
CUST-19370,19,Male,Chicago,38361.69,11,75.03,73.1,0.5,0.76,842.44,0
CUST-19371,37,Female,New York,72137.21,7,207.68,89.7,6.2,0.5,1458.67,1
CUST-19372,30,Female,New York,39800.68,8,71.78,83.1,4.3,0.55,663.49,1
CUST-19373,41,Female,Miami,62748.5,8,150.69,60.8,6.8,0.38,1296.19,0
CUST-19374,28,Female,San Francisco,117609.08,6,244.72,62.5,2.2,0.3,1761.49,1
CUST-19375,25,Male,Chicago,75003.38,8,183.81,84.4,2.7,0.74,1460.61,0
CUST-19376,18,Female,Boston,89676.32,8,132.61,81.3,0.5,0.46,1143.88,0
CUST-19377,52,Male,Chicago,21728.12,5,67.74,66.4,6.8,0.72,346.59,1
CUST-19378,33,Male,San Francisco,60213.29,7,187.23,79.6,5.2,0.54,1316.34,1
CUST-19379,39,Male,Boston,58034.27,9,87.85,60.3,2.0,0.47,913.05,0
CUST-19380,37,Female,Seattle,140136.17,10,351.88,66.2,1.6,0.14,3834.44,1
CUST-19381,25,Male,Houston,38486.12,4,62.87,78.9,2.3,0.69,268.26,0
CUST-19382,22,Female,San Francisco,23995.1,6,64.44,71.3,1.5,0.61,375.03,0
CUST-19383,25,Male,Chicago,34434.2,4,76.47,67.9,0.7,0.6,399.58,0
CUST-19384,29,Male,Phoenix,35032.9,6,44.08,65.6,3.5,0.69,381.82,0
CUST-19385,42,Female,Los Angeles,21195.01,5,55.93,,4.4,0.52,333.51,0
CUST-19386,28,Female,Chicago,92331.57,9,168.02,77.3,3.0,0.42,1650.28,0
CUST-19387,58,Male,Los Angeles,28423.51,5,59.6,48.1,2.5,0.58,343.83,0
CUST-19388,50,Male,New York,91410.48,10,179.56,67.6,12.5,0.42,1938.14,1
CUST-19389,47,Female,Phoenix,28238.49,9,86.62,85.2,10.3,0.59,808.96,1
CUST-19390,36,Male,Seattle,143865.73,6,193.34,79.9,3.2,0.27,1482.67,1
CUST-19391,56,Female,New York,63705.6,14,92.6,100.0,13.5,0.76,1259.2,1
CUST-19392,35,Male,New York,57558.02,13,76.76,,6.1,0.56,1080.23,1
CUST-19393,37,Male,Chicago,74081.22,6,131.22,69.1,3.8,0.43,884.23,0
CUST-19394,40,Male,San Francisco,45835.86,6,83.76,74.0,8.4,0.55,583.07,1
CUST-19395,46,Female,New York,97526.35,12,164.96,91.2,11.0,0.53,1947.22,1
CUST-19396,45,Female,New York,57484.48,9,135.57,63.4,2.7,0.62,1267.49,1
CUST-19397,32,Male,Houston,38231.15,11,84.79,73.4,0.8,0.73,907.09,0
CUST-19398,31,Female,Miami,49262.69,4,130.53,78.2,2.1,0.53,536.69,0
CUST-19399,45,Female,New York,42415.51,10,74.08,79.0,5.5,0.76,720.52,1
