loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_term_months,disbursement_date,collateral_type,collateral_value,loan_purpose,origination_channel
LN-213596,CUST-113596,Personal Loan,7250.13,13.98,36,2023-09-30,None,0.0,Wedding/Travel,Branch Network
LN-213597,CUST-113597,Home Loan,118062.81,7.07,180,2022-11-09,Residential Property,177398.11,Home Purchase,Branch Network
LN-213598,CUST-113598,Personal Loan,6337.81,15.5,12,2022-05-14,None,0.0,Medical Emergency,Digital Portal
LN-213599,CUST-113599,Personal Loan,8746.91,15.5,48,2023-06-05,None,0.0,Medical Emergency,Digital Portal
LN-213600,CUST-113600,Personal Loan,17461.31,15.07,12,2022-07-18,None,0.0,Medical Emergency,DSA / Direct Selling Agent
LN-213601,CUST-113601,Personal Loan,6337.93,20.15,36,2023-01-02,None,0.0,Medical Emergency,Branch Network
LN-213602,CUST-113602,Auto Loan,35503.03,11.95,48,2023-01-12,Vehicle,39025.42,Used Car,Digital Portal
LN-213603,CUST-113603,Auto Loan,37429.93,10.43,36,2021-06-20,Vehicle,47532.11,Used Car,DSA / Direct Selling Agent
LN-213604,CUST-113604,Personal Loan,6538.65,12.39,48,2021-09-02,None,0.0,Debt Consolidation,Digital Portal
LN-213605,CUST-113605,Auto Loan,41807.48,7.57,72,2022-10-27,Vehicle,50012.45,Used Car,Digital Portal
LN-213606,CUST-113606,Auto Loan,26947.69,7.8,72,2022-06-13,Vehicle,31139.59,Used Car,Mobile App
LN-213607,CUST-113607,Personal Loan,2655.32,20.67,24,2021-10-01,None,,Home Improvement,Digital Portal
LN-213608,CUST-113608,Personal Loan,16714.88,16.09,36,2021-09-11,None,0.0,Home Improvement,Branch Network
LN-213609,CUST-113609,Education Loan,39169.09,8.78,48,2022-03-07,None,0.0,Professional Certification,Digital Portal
LN-213610,CUST-113610,Home Loan,160015.96,7.07,180,2021-07-12,Residential Property,220801.68,Refinancing,Digital Portal
LN-213611,CUST-113611,Personal Loan,16179.9,19.34,24,2023-07-29,None,0.0,Medical Emergency,Digital Portal
LN-213612,CUST-113612,Business Loan,69846.26,11.63,36,2022-10-17,None,0.0,Business Expansion,Digital Portal
LN-213613,CUST-113613,Education Loan,12363.5,11.33,84,2023-11-12,None,0.0,Higher Studies Abroad,DSA / Direct Selling Agent
LN-213614,CUST-113614,Auto Loan,9723.07,9.65,72,2021-04-30,Vehicle,12099.63,New Car,Digital Portal
LN-213615,CUST-113615,Education Loan,39381.22,9.99,120,2021-06-10,Third Party Guarantee,39381.22,Higher Studies Abroad,Mobile App
LN-213616,CUST-113616,Auto Loan,29856.47,9.96,48,2022-05-30,Vehicle,33208.31,New Car,Digital Portal
LN-213617,CUST-113617,Auto Loan,16756.67,10.92,84,2022-06-28,Vehicle,18806.67,Used Car,DSA / Direct Selling Agent
LN-213618,CUST-113618,Home Loan,384697.99,6.99,180,2021-08-16,Residential Property,500020.48,Home Purchase,Branch Network
LN-213619,CUST-113619,Auto Loan,39139.44,8.4,84,2023-08-07,Vehicle,41857.46,New Car,DSA / Direct Selling Agent
LN-213620,CUST-113620,Personal Loan,21529.24,13.27,36,2023-11-26,None,0.0,Medical Emergency,Digital Portal
LN-213621,CUST-113621,Auto Loan,42751.08,8.25,60,2022-07-03,Vehicle,51804.24,Used Car,Branch Network
LN-213622,CUST-113622,Auto Loan,25347.48,8.56,84,2021-03-25,Vehicle,28631.47,Commercial Vehicle,Mobile App
LN-213623,CUST-113623,Personal Loan,7326.83,17.22,24,2022-10-20,None,0.0,Home Improvement,Digital Portal
LN-213624,CUST-113624,Auto Loan,27697.17,8.85,84,2022-01-19,Vehicle,33631.48,Used Car,Digital Portal
LN-213625,CUST-113625,Personal Loan,17955.47,13.09,60,2022-10-10,None,0.0,Medical Emergency,Branch Network
LN-213626,CUST-113626,Auto Loan,24818.29,9.79,48,2023-04-24,Vehicle,30164.63,New Car,DSA / Direct Selling Agent
LN-213627,CUST-113627,Business Loan,82162.32,10.58,24,2021-06-13,Equipment,123237.97,Business Expansion,Branch Network
LN-213628,CUST-113628,Education Loan,19994.32,10.06,84,2021-02-07,None,0.0,Higher Studies Abroad,DSA / Direct Selling Agent
LN-213629,CUST-113629,Personal Loan,17464.95,20.93,12,2023-09-02,None,0.0,Medical Emergency,DSA / Direct Selling Agent
LN-213630,CUST-113630,Personal Loan,12894.4,15.76,48,2022-02-21,None,0.0,Debt Consolidation,Digital Portal
LN-213631,CUST-113631,Education Loan,45249.28,9.9,60,2023-09-25,Third Party Guarantee,45249.28,Domestic Degree,Branch Network
LN-213632,CUST-113632,Personal Loan,11854.43,20.77,24,2021-10-25,None,0.0,Debt Consolidation,Digital Portal
LN-213633,CUST-113633,Home Loan,112478.87,5.98,300,2021-01-24,Residential Property,145409.58,Refinancing,Mobile App
LN-213634,CUST-113634,Personal Loan,14401.66,20.04,60,2023-12-19,None,0.0,Medical Emergency,Branch Network
LN-213635,CUST-113635,Personal Loan,11292.96,13.86,12,2023-06-08,None,0.0,Home Improvement,DSA / Direct Selling Agent
LN-213636,CUST-113636,Auto Loan,16398.64,8.23,36,2021-08-25,Vehicle,17910.79,New Car,Digital Portal
LN-213637,CUST-113637,Personal Loan,10056.17,22.13,36,2021-02-22,None,0.0,Home Improvement,Branch Network
LN-213638,CUST-113638,Auto Loan,29185.05,10.1,60,2021-03-05,Vehicle,34401.57,Used Car,Branch Network
LN-213639,CUST-113639,Home Loan,415449.19,8.78,360,2021-05-18,Residential Property,593324.14,Refinancing,Branch Network
LN-213640,CUST-113640,Personal Loan,6511.54,16.61,12,2022-01-04,None,0.0,Medical Emergency,Branch Network
LN-213641,CUST-113641,Home Loan,85306.29,8.53,180,2021-09-10,Residential Property,109713.06,Refinancing,Digital Portal
LN-213642,CUST-113642,Auto Loan,13073.98,9.4,36,2021-09-03,Vehicle,14762.89,Used Car,Digital Portal
LN-213643,CUST-113643,Auto Loan,31501.55,8.09,36,2023-08-18,Vehicle,33556.23,Used Car,Branch Network
LN-213644,CUST-113644,Personal Loan,3176.53,18.17,60,2023-10-22,None,0.0,Debt Consolidation,Mobile App
LN-213645,CUST-113645,Auto Loan,21624.93,11.09,60,2022-06-22,Vehicle,26647.08,Used Car,Digital Portal
LN-213646,CUST-113646,Home Loan,207424.61,8.38,180,2021-02-26,Residential Property,307228.57,Home Construction,DSA / Direct Selling Agent
LN-213647,CUST-113647,Auto Loan,21060.36,9.53,60,2023-12-03,Vehicle,22441.44,New Car,DSA / Direct Selling Agent
LN-213648,CUST-113648,Personal Loan,31524.81,15.13,60,2023-04-12,None,0.0,Medical Emergency,Digital Portal
LN-213649,CUST-113649,Business Loan,97295.46,14.91,48,2021-10-18,None,,Business Expansion,DSA / Direct Selling Agent
LN-213650,CUST-113650,Auto Loan,35266.72,8.97,48,2022-11-15,Vehicle,39815.42,Commercial Vehicle,Digital Portal
LN-213651,CUST-113651,Personal Loan,7645.85,19.78,36,2022-06-11,None,,Medical Emergency,DSA / Direct Selling Agent
LN-213652,CUST-113652,Home Loan,314143.49,6.21,180,2022-03-11,Residential Property,389434.93,Refinancing,DSA / Direct Selling Agent
LN-213653,CUST-113653,Personal Loan,12116.0,16.77,12,2023-10-26,None,0.0,Debt Consolidation,Mobile App
LN-213654,CUST-113654,Home Loan,240241.27,9.11,300,2023-06-27,Residential Property,327615.83,Home Purchase,Digital Portal
LN-213655,CUST-113655,Auto Loan,13865.49,11.68,60,2023-07-01,Vehicle,16478.08,Used Car,Branch Network
LN-213656,CUST-113656,Personal Loan,11171.75,19.49,36,2021-06-14,None,0.0,Home Improvement,Branch Network
LN-213657,CUST-113657,Personal Loan,10661.63,16.95,36,2022-08-27,None,,Wedding/Travel,Branch Network
LN-213658,CUST-113658,Auto Loan,17879.24,8.87,36,2023-08-25,Vehicle,21494.17,Commercial Vehicle,Tele-Sales
LN-213659,CUST-113659,Personal Loan,8866.44,20.3,48,2022-07-21,None,0.0,Debt Consolidation,Branch Network
LN-213660,CUST-113660,Home Loan,175223.77,7.99,240,2023-09-07,Residential Property,271945.2,Home Construction,Digital Portal
LN-213661,CUST-113661,Personal Loan,12951.31,15.9,12,2022-05-18,None,0.0,Wedding/Travel,DSA / Direct Selling Agent
LN-213662,CUST-113662,Education Loan,25328.97,9.34,48,2021-12-08,Third Party Guarantee,25328.97,Higher Studies Abroad,DSA / Direct Selling Agent
LN-213663,CUST-113663,Auto Loan,16621.29,8.17,48,2021-10-14,Vehicle,17664.24,New Car,Digital Portal
LN-213664,CUST-113664,Business Loan,38853.29,11.77,36,2021-03-19,Equipment,52027.97,Equipment Purchase,Tele-Sales
LN-213665,CUST-113665,Auto Loan,32911.14,9.0,72,2023-12-07,Vehicle,38922.21,Used Car,DSA / Direct Selling Agent
LN-213666,CUST-113666,Personal Loan,4645.95,20.76,12,2022-01-21,None,,Wedding/Travel,Branch Network
LN-213667,CUST-113667,Auto Loan,69138.71,11.36,36,2023-11-01,Vehicle,75756.54,New Car,Branch Network
LN-213668,CUST-113668,Education Loan,25790.02,10.97,120,2021-01-25,Third Party Guarantee,25790.02,Domestic Degree,Digital Portal
LN-213669,CUST-113669,Personal Loan,5044.08,19.18,48,2023-01-24,None,0.0,Wedding/Travel,Digital Portal
LN-213670,CUST-113670,Auto Loan,30272.35,11.06,72,2023-07-20,Vehicle,37483.69,Used Car,Digital Portal
LN-213671,CUST-113671,Personal Loan,26988.95,17.84,12,2021-12-01,None,0.0,Home Improvement,Digital Portal
LN-213672,CUST-113672,Auto Loan,51923.84,9.82,60,2023-11-04,Vehicle,57230.03,New Car,Mobile App
LN-213673,CUST-113673,Personal Loan,12051.49,19.44,12,2021-02-05,None,0.0,Wedding/Travel,Mobile App
LN-213674,CUST-113674,Personal Loan,15919.53,16.52,12,2022-10-05,None,,Wedding/Travel,Mobile App
LN-213675,CUST-113675,Education Loan,7586.95,10.91,120,2021-11-28,None,0.0,Domestic Degree,Tele-Sales
LN-213676,CUST-113676,Auto Loan,49614.35,10.51,48,2022-05-26,Vehicle,58512.07,New Car,Mobile App
LN-213677,CUST-113677,Personal Loan,35170.27,19.51,60,2022-05-11,None,0.0,Home Improvement,Digital Portal
LN-213678,CUST-113678,Personal Loan,28767.77,20.02,36,2023-08-06,None,0.0,Home Improvement,Mobile App
LN-213679,CUST-113679,Business Loan,78252.78,12.97,48,2021-09-30,Inventory,89508.93,Working Capital,Branch Network
LN-213680,CUST-113680,Home Loan,77486.3,7.08,360,2022-11-01,Residential Property,121624.36,Home Purchase,Branch Network
LN-213681,CUST-113681,Personal Loan,9377.87,20.39,24,2021-09-22,None,0.0,Medical Emergency,Mobile App
LN-213682,CUST-113682,Auto Loan,51627.92,7.44,36,2021-09-07,Vehicle,66521.78,New Car,Digital Portal
LN-213683,CUST-113683,Personal Loan,38697.22,16.02,36,2022-08-20,None,,Medical Emergency,Digital Portal
LN-213684,CUST-113684,Home Loan,516082.14,8.33,180,2023-03-18,Residential Property,660916.09,Refinancing,Branch Network
LN-213685,CUST-113685,Business Loan,37179.64,10.79,36,2022-02-05,None,0.0,Business Expansion,Digital Portal
LN-213686,CUST-113686,Personal Loan,27616.86,18.61,12,2021-01-16,None,,Debt Consolidation,Branch Network
LN-213687,CUST-113687,Personal Loan,28537.84,19.16,12,2022-01-05,None,,Home Improvement,Mobile App
LN-213688,CUST-113688,Personal Loan,12166.73,13.21,60,2023-10-17,None,0.0,Wedding/Travel,Mobile App
LN-213689,CUST-113689,Auto Loan,19199.26,7.54,60,2023-06-20,Vehicle,20706.72,New Car,Branch Network
LN-213690,CUST-113690,Auto Loan,16627.81,8.14,72,2022-01-08,Vehicle,19817.4,Commercial Vehicle,Mobile App
LN-213691,CUST-113691,Home Loan,178022.03,9.44,240,2023-01-16,Residential Property,243232.67,Home Purchase,Digital Portal
LN-213692,CUST-113692,Auto Loan,33778.69,8.99,72,2022-05-11,Vehicle,42826.76,Used Car,Digital Portal
LN-213693,CUST-113693,Business Loan,31399.32,11.68,24,2022-06-06,Equipment,40503.2,Working Capital,Digital Portal
LN-213694,CUST-113694,Auto Loan,29558.55,11.47,72,2022-08-04,Vehicle,35019.15,Used Car,DSA / Direct Selling Agent
LN-213695,CUST-113695,Personal Loan,35480.76,17.15,12,2023-03-03,None,0.0,Medical Emergency,Branch Network
LN-213696,CUST-113696,Business Loan,97407.95,13.02,48,2023-08-16,Commercial Property,123097.73,Equipment Purchase,Mobile App
LN-213697,CUST-113697,Business Loan,90489.91,14.99,24,2023-04-18,Inventory,112985.92,Equipment Purchase,Digital Portal
LN-213698,CUST-113698,Personal Loan,19952.3,18.72,60,2023-12-28,None,0.0,Home Improvement,Mobile App
LN-213699,CUST-113699,Auto Loan,33044.31,8.93,60,2023-07-16,Vehicle,42316.38,New Car,Tele-Sales
LN-213700,CUST-113700,Personal Loan,18665.83,20.12,48,2021-03-10,None,0.0,Medical Emergency,Digital Portal
LN-213701,CUST-113701,Personal Loan,4994.69,15.37,36,2021-11-28,None,0.0,Debt Consolidation,Digital Portal
LN-213702,CUST-113702,Auto Loan,23329.42,11.95,84,2022-01-13,Vehicle,28978.14,Used Car,Mobile App
LN-213703,CUST-113703,Personal Loan,24677.19,17.36,48,2021-07-12,None,,Home Improvement,DSA / Direct Selling Agent
LN-213704,CUST-113704,Personal Loan,10412.88,18.28,12,2022-08-29,None,0.0,Medical Emergency,Branch Network
LN-213705,CUST-113705,Business Loan,152680.93,12.15,24,2023-10-07,None,0.0,Working Capital,Digital Portal
LN-213706,CUST-113706,Auto Loan,12554.37,10.18,72,2022-11-04,Vehicle,14032.22,New Car,Branch Network
LN-213707,CUST-113707,Personal Loan,9241.45,22.33,48,2022-07-26,None,,Medical Emergency,Digital Portal
LN-213708,CUST-113708,Personal Loan,11692.21,13.9,24,2023-01-29,None,0.0,Medical Emergency,Digital Portal
LN-213709,CUST-113709,Home Loan,81538.84,8.17,360,2023-10-13,Residential Property,99616.29,Refinancing,DSA / Direct Selling Agent
LN-213710,CUST-113710,Home Loan,58986.49,8.84,300,2022-11-18,Residential Property,85234.01,Home Purchase,Mobile App
LN-213711,CUST-113711,Auto Loan,28269.36,12.16,72,2023-10-04,Vehicle,29779.51,Commercial Vehicle,Digital Portal
LN-213712,CUST-113712,Auto Loan,70219.09,11.0,36,2021-09-06,Vehicle,75824.41,New Car,DSA / Direct Selling Agent
LN-213713,CUST-113713,Personal Loan,8588.81,21.7,24,2022-09-15,None,0.0,Debt Consolidation,Digital Portal
LN-213714,CUST-113714,Auto Loan,53339.33,10.34,60,2021-02-21,Vehicle,56692.25,Used Car,Mobile App
LN-213715,CUST-113715,Auto Loan,17270.63,9.49,84,2023-05-13,Vehicle,19258.6,Used Car,Branch Network
LN-213716,CUST-113716,Personal Loan,7591.54,17.73,24,2021-03-03,None,0.0,Medical Emergency,Digital Portal
LN-213717,CUST-113717,Business Loan,221320.2,12.62,48,2022-01-23,None,,Working Capital,Branch Network
LN-213718,CUST-113718,Home Loan,360999.26,7.4,300,2023-12-21,Residential Property,574928.29,Home Construction,DSA / Direct Selling Agent
LN-213719,CUST-113719,Personal Loan,4162.31,13.78,48,2022-01-22,None,0.0,Home Improvement,Digital Portal
LN-213720,CUST-113720,Home Loan,88445.61,8.36,300,2023-09-04,Residential Property,131992.98,Home Construction,Branch Network
LN-213721,CUST-113721,Personal Loan,24302.46,14.34,60,2023-03-08,None,,Wedding/Travel,Branch Network
LN-213722,CUST-113722,Business Loan,53045.67,11.91,48,2023-07-29,None,0.0,Equipment Purchase,Digital Portal
LN-213723,CUST-113723,Personal Loan,4535.98,13.44,60,2023-12-25,None,0.0,Debt Consolidation,Tele-Sales
LN-213724,CUST-113724,Home Loan,144405.93,7.74,240,2023-01-12,Residential Property,196685.31,Home Construction,Digital Portal
LN-213725,CUST-113725,Business Loan,81001.47,13.72,24,2023-06-23,Commercial Property,103326.37,Equipment Purchase,Digital Portal
LN-213726,CUST-113726,Auto Loan,13776.12,10.99,36,2021-12-06,Vehicle,16582.53,Commercial Vehicle,DSA / Direct Selling Agent
LN-213727,CUST-113727,Auto Loan,46179.51,8.27,48,2023-11-16,Vehicle,50562.8,Used Car,Branch Network
LN-213728,CUST-113728,Home Loan,131084.74,8.57,240,2022-12-23,Residential Property,204145.87,Home Construction,Digital Portal
LN-213729,CUST-113729,Personal Loan,9586.44,17.88,12,2023-08-07,None,0.0,Home Improvement,Mobile App
LN-213730,CUST-113730,Business Loan,98996.32,10.84,36,2023-02-02,Equipment,115423.56,Working Capital,Mobile App
LN-213731,CUST-113731,Personal Loan,10284.09,20.15,60,2023-12-13,None,0.0,Debt Consolidation,Branch Network
LN-213732,CUST-113732,Home Loan,418535.94,8.79,360,2023-06-24,Residential Property,643892.0,Home Construction,Digital Portal
LN-213733,CUST-113733,Auto Loan,16993.39,11.84,84,2021-05-22,Vehicle,20158.06,Used Car,Branch Network
LN-213734,CUST-113734,Personal Loan,25016.09,15.81,60,2021-10-25,None,0.0,Medical Emergency,Digital Portal
LN-213735,CUST-113735,Auto Loan,36337.08,10.24,36,2023-06-27,Vehicle,41375.0,Used Car,DSA / Direct Selling Agent
LN-213736,CUST-113736,Auto Loan,37931.34,10.6,84,2021-01-27,Vehicle,48059.76,Used Car,Digital Portal
LN-213737,CUST-113737,Personal Loan,22556.58,19.18,60,2021-02-11,None,0.0,Medical Emergency,DSA / Direct Selling Agent
LN-213738,CUST-113738,Auto Loan,32092.1,12.2,72,2022-07-12,Vehicle,40835.96,Used Car,Branch Network
LN-213739,CUST-113739,Home Loan,233740.08,6.96,180,2023-08-18,Residential Property,372595.57,Refinancing,Digital Portal
LN-213740,CUST-113740,Home Loan,193090.95,7.2,180,2023-10-19,Residential Property,307593.82,Home Purchase,Branch Network
LN-213741,CUST-113741,Personal Loan,5532.72,14.36,12,2023-04-30,None,,Home Improvement,Digital Portal
LN-213742,CUST-113742,Auto Loan,41735.95,9.66,48,2023-12-08,Vehicle,48047.2,Commercial Vehicle,Digital Portal
LN-213743,CUST-113743,Home Loan,215576.08,8.47,300,2022-05-01,Residential Property,291623.03,Home Construction,Mobile App
LN-213744,CUST-113744,Home Loan,195475.34,6.68,300,2022-04-16,Residential Property,250838.32,Home Construction,Digital Portal
LN-213745,CUST-113745,Home Loan,328049.26,6.88,180,2022-03-15,Residential Property,406081.81,Refinancing,DSA / Direct Selling Agent
LN-213746,CUST-113746,Business Loan,73470.88,15.91,36,2023-10-10,None,0.0,Working Capital,Digital Portal
LN-213747,CUST-113747,Home Loan,182920.1,8.7,180,2023-01-08,Residential Property,245430.59,Home Purchase,Mobile App
LN-213748,CUST-113748,Home Loan,177180.49,8.14,180,2021-03-08,Residential Property,251040.27,Home Construction,Branch Network
LN-213749,CUST-113749,Personal Loan,6308.72,18.54,24,2022-12-24,None,0.0,Wedding/Travel,Branch Network
LN-213750,CUST-113750,Business Loan,40411.18,13.69,60,2023-08-19,None,0.0,Equipment Purchase,Digital Portal
LN-213751,CUST-113751,Auto Loan,4329.54,10.47,84,2022-03-22,Vehicle,4894.14,Commercial Vehicle,Branch Network
LN-213752,CUST-113752,Home Loan,419964.25,8.44,180,2022-09-16,Residential Property,583464.24,Refinancing,Branch Network
LN-213753,CUST-113753,Personal Loan,12350.98,13.28,12,2023-05-22,None,0.0,Debt Consolidation,Branch Network
LN-213754,CUST-113754,Education Loan,50621.06,8.87,120,2023-06-02,Third Party Guarantee,50621.06,Higher Studies Abroad,Mobile App
LN-213755,CUST-113755,Personal Loan,5048.55,14.4,60,2023-08-12,None,0.0,Home Improvement,Mobile App
LN-213756,CUST-113756,Education Loan,14862.04,9.06,60,2022-06-04,Third Party Guarantee,14862.04,Higher Studies Abroad,Branch Network
LN-213757,CUST-113757,Business Loan,63862.9,11.59,60,2021-03-01,None,0.0,Working Capital,Mobile App
LN-213758,CUST-113758,Business Loan,130536.9,15.05,24,2022-12-02,Commercial Property,186044.64,Equipment Purchase,Digital Portal
LN-213759,CUST-113759,Personal Loan,6753.54,18.66,36,2021-12-22,None,0.0,Medical Emergency,Mobile App
LN-213760,CUST-113760,Business Loan,146743.96,11.83,36,2022-10-19,Equipment,202764.15,Working Capital,Branch Network
LN-213761,CUST-113761,Home Loan,379802.48,7.28,240,2023-12-24,Residential Property,510831.9,Home Purchase,Branch Network
LN-213762,CUST-113762,Business Loan,134860.69,13.87,48,2023-11-30,Commercial Property,188357.06,Business Expansion,Mobile App
LN-213763,CUST-113763,Home Loan,303704.1,7.11,240,2023-02-11,Residential Property,475148.52,Refinancing,Mobile App
LN-213764,CUST-113764,Personal Loan,10002.99,18.99,12,2023-08-14,None,0.0,Medical Emergency,Branch Network
LN-213765,CUST-113765,Auto Loan,8412.01,10.7,60,2023-05-04,Vehicle,8839.2,Used Car,Digital Portal
LN-213766,CUST-113766,Personal Loan,36502.09,16.31,24,2023-07-28,None,0.0,Debt Consolidation,Branch Network
LN-213767,CUST-113767,Home Loan,222745.97,5.58,240,2022-06-14,Residential Property,312647.22,Home Construction,DSA / Direct Selling Agent
LN-213768,CUST-113768,Personal Loan,6455.49,14.04,60,2022-12-03,None,0.0,Wedding/Travel,DSA / Direct Selling Agent
LN-213769,CUST-113769,Personal Loan,12825.36,22.19,60,2022-12-27,None,0.0,Wedding/Travel,Mobile App
LN-213770,CUST-113770,Auto Loan,31354.7,9.01,72,2023-12-02,Vehicle,38502.21,New Car,Mobile App
LN-213771,CUST-113771,Personal Loan,4635.42,19.65,24,2023-09-21,None,0.0,Wedding/Travel,Branch Network
LN-213772,CUST-113772,Business Loan,18404.5,17.59,60,2021-05-22,Equipment,23542.56,Working Capital,Digital Portal
LN-213773,CUST-113773,Personal Loan,24777.02,19.96,24,2022-11-02,None,0.0,Medical Emergency,Branch Network
LN-213774,CUST-113774,Home Loan,155739.84,6.85,240,2022-07-25,Residential Property,228258.92,Home Purchase,Branch Network
LN-213775,CUST-113775,Business Loan,149395.01,11.87,36,2022-11-12,Inventory,210107.69,Equipment Purchase,Digital Portal
LN-213776,CUST-113776,Auto Loan,25325.94,6.2,48,2021-05-12,Vehicle,32886.94,Commercial Vehicle,DSA / Direct Selling Agent
LN-213777,CUST-113777,Home Loan,159888.47,6.89,300,2023-06-03,Residential Property,248164.3,Home Construction,DSA / Direct Selling Agent
LN-213778,CUST-113778,Auto Loan,69378.69,8.25,48,2023-12-27,Vehicle,80459.38,New Car,Branch Network
LN-213779,CUST-113779,Home Loan,238492.13,8.43,360,2021-05-09,Residential Property,349072.36,Refinancing,Branch Network
LN-213780,CUST-113780,Personal Loan,22117.49,18.26,36,2021-02-24,None,0.0,Home Improvement,Digital Portal
LN-213781,CUST-113781,Personal Loan,13759.17,12.55,48,2023-07-05,None,0.0,Medical Emergency,Digital Portal
LN-213782,CUST-113782,Personal Loan,35794.38,16.85,12,2023-07-05,None,0.0,Debt Consolidation,Branch Network
LN-213783,CUST-113783,Home Loan,473935.34,7.12,240,2023-04-05,Residential Property,643864.59,Refinancing,DSA / Direct Selling Agent
LN-213784,CUST-113784,Personal Loan,15181.47,13.08,12,2023-10-11,None,0.0,Debt Consolidation,Mobile App
LN-213785,CUST-113785,Home Loan,28667.45,10.11,300,2021-11-22,Residential Property,41922.22,Home Construction,Digital Portal
LN-213786,CUST-113786,Personal Loan,32458.37,15.01,48,2022-01-07,None,0.0,Wedding/Travel,Mobile App
LN-213787,CUST-113787,Business Loan,95539.89,15.93,48,2023-02-05,Inventory,112341.98,Working Capital,Branch Network
LN-213788,CUST-113788,Business Loan,151178.35,12.99,36,2021-05-31,Commercial Property,222494.26,Working Capital,Branch Network
LN-213789,CUST-113789,Home Loan,209980.05,6.65,180,2021-08-13,Residential Property,277262.11,Refinancing,Digital Portal
LN-213790,CUST-113790,Business Loan,56983.93,12.12,48,2021-07-01,Equipment,69519.37,Business Expansion,Branch Network
LN-213791,CUST-113791,Home Loan,54781.66,9.9,360,2022-04-07,Residential Property,86826.76,Refinancing,Digital Portal
LN-213792,CUST-113792,Personal Loan,21509.6,16.83,48,2022-01-30,None,,Debt Consolidation,Branch Network
LN-213793,CUST-113793,Home Loan,259042.81,6.31,360,2021-11-26,Residential Property,328193.79,Home Purchase,Digital Portal
LN-213794,CUST-113794,Auto Loan,18805.51,11.73,60,2023-10-15,Vehicle,21094.28,Used Car,Digital Portal
LN-213795,CUST-113795,Auto Loan,21560.61,8.31,84,2022-09-01,Vehicle,27049.08,Used Car,Branch Network
LN-213796,CUST-113796,Auto Loan,30827.65,9.43,84,2023-03-31,Vehicle,34590.55,New Car,Digital Portal
LN-213797,CUST-113797,Education Loan,73099.81,9.45,120,2021-02-23,None,,Domestic Degree,Digital Portal
LN-213798,CUST-113798,Auto Loan,44541.09,11.28,84,2023-09-04,Vehicle,49554.99,New Car,Branch Network
LN-213799,CUST-113799,Home Loan,571304.89,6.04,360,2022-07-11,Residential Property,706880.08,Home Construction,Digital Portal
LN-213800,CUST-113800,Business Loan,59118.34,14.0,24,2023-01-10,None,0.0,Equipment Purchase,Branch Network
LN-213801,CUST-113801,Education Loan,17566.02,8.69,84,2022-10-10,None,0.0,Domestic Degree,Tele-Sales
LN-213802,CUST-113802,Personal Loan,24481.41,19.42,48,2021-07-08,None,0.0,Home Improvement,Branch Network
LN-213803,CUST-113803,Auto Loan,44177.99,9.32,72,2022-03-11,Vehicle,46511.17,Commercial Vehicle,DSA / Direct Selling Agent
LN-213804,CUST-113804,Home Loan,259596.86,6.63,300,2021-08-09,Residential Property,319772.3,Home Purchase,Digital Portal
LN-213805,CUST-113805,Personal Loan,24523.48,13.84,24,2023-12-02,None,0.0,Home Improvement,DSA / Direct Selling Agent
LN-213806,CUST-113806,Home Loan,187905.85,7.36,300,2022-11-25,Residential Property,287472.04,Refinancing,Branch Network
LN-213807,CUST-113807,Personal Loan,14442.92,18.26,12,2022-12-28,None,,Wedding/Travel,Branch Network
LN-213808,CUST-113808,Education Loan,21608.48,9.58,84,2021-06-03,None,0.0,Higher Studies Abroad,DSA / Direct Selling Agent
LN-213809,CUST-113809,Home Loan,168080.34,7.44,300,2023-08-10,Residential Property,219965.33,Home Construction,Branch Network
LN-213810,CUST-113810,Personal Loan,8218.03,14.23,60,2021-12-02,None,,Medical Emergency,Branch Network
LN-213811,CUST-113811,Home Loan,132534.03,7.09,300,2023-07-16,Residential Property,162605.67,Refinancing,Branch Network
LN-213812,CUST-113812,Personal Loan,25769.87,17.43,48,2023-08-18,None,0.0,Home Improvement,Digital Portal
LN-213813,CUST-113813,Personal Loan,5766.81,18.0,36,2022-05-03,None,0.0,Medical Emergency,Digital Portal
LN-213814,CUST-113814,Personal Loan,28777.5,17.93,36,2021-12-02,None,0.0,Medical Emergency,DSA / Direct Selling Agent
LN-213815,CUST-113815,Personal Loan,19325.11,18.07,12,2021-10-05,None,0.0,Wedding/Travel,Digital Portal
LN-213816,CUST-113816,Personal Loan,8200.53,20.22,12,2023-11-08,None,0.0,Wedding/Travel,Digital Portal
LN-213817,CUST-113817,Personal Loan,13714.43,16.86,60,2022-07-19,None,0.0,Medical Emergency,Mobile App
LN-213818,CUST-113818,Auto Loan,15792.99,10.02,72,2022-05-08,Vehicle,19816.2,Commercial Vehicle,DSA / Direct Selling Agent
LN-213819,CUST-113819,Education Loan,21262.58,9.93,60,2022-04-19,None,,Higher Studies Abroad,DSA / Direct Selling Agent
LN-213820,CUST-113820,Business Loan,119655.73,15.14,60,2022-10-17,Inventory,153507.15,Working Capital,Branch Network
LN-213821,CUST-113821,Business Loan,203754.34,12.86,24,2023-03-21,Inventory,257229.1,Equipment Purchase,Tele-Sales
LN-213822,CUST-113822,Business Loan,88196.03,14.22,36,2021-02-24,Inventory,125356.77,Equipment Purchase,Tele-Sales
LN-213823,CUST-113823,Personal Loan,27109.08,21.66,24,2022-06-20,None,0.0,Medical Emergency,Branch Network
