repayment_id,loan_id,customer_id,total_installments_due,installments_paid,total_amount_paid,principal_paid,interest_paid,last_payment_date,overdue_days,delinquency_bucket,default_flag,default_date
REP-311168,LN-211168,CUST-111168,12,11,22395.05,16457.6,5937.45,2024-06-26,23,1-30 DPD (SMA-0),0,
REP-311169,LN-211169,CUST-111169,27,26,3085.44,2474.76,610.68,2024-11-17,15,1-30 DPD (SMA-0),0,
REP-311170,LN-211170,CUST-111170,29,29,31044.28,23446.43,7597.85,2024-12-01,0,Current,0,
REP-311171,LN-211171,CUST-111171,23,23,6508.35,5132.68,1375.67,2024-12-11,0,Current,0,
REP-311172,LN-211172,CUST-111172,17,16,41200.4,30658.72,10541.68,2024-11-14,16,1-30 DPD (SMA-0),0,
REP-311173,LN-211173,CUST-111173,44,44,60555.51,41730.93,18824.58,2024-12-05,0,Current,0,
REP-311174,LN-211174,CUST-111174,24,21,23274.25,17281.58,5992.67,2023-06-20,74,61-90 DPD (SMA-2),0,
REP-311175,LN-211175,CUST-111175,41,41,30810.79,25122.72,5688.07,2024-12-02,0,Current,0,
REP-311176,LN-211176,CUST-111176,47,47,32801.68,23949.42,8852.26,2024-11-11,0,Current,0,
REP-311177,LN-211177,CUST-111177,17,15,6187.63,4352.9,1834.73,2024-10-20,53,31-60 DPD (SMA-1),0,
REP-311178,LN-211178,CUST-111178,27,27,15939.04,10994.45,4944.59,2024-12-13,0,Current,0,
REP-311179,LN-211179,CUST-111179,30,29,31800.34,22820.04,8980.3,2024-10-21,9,1-30 DPD (SMA-0),0,
REP-311180,LN-211180,CUST-111180,17,17,8520.33,6589.3,1931.03,2024-12-13,0,Current,0,
REP-311181,LN-211181,CUST-111181,23,23,9588.66,6675.71,2912.95,2024-12-16,0,Current,0,
REP-311182,LN-211182,CUST-111182,31,31,29309.52,22890.95,6418.57,2024-11-21,0,Current,0,
REP-311183,LN-211183,CUST-111183,41,41,12488.41,10080.89,2407.52,2024-12-03,0,Current,0,
REP-311184,LN-211184,CUST-111184,30,30,52810.16,41717.84,11092.32,2024-12-14,0,Current,0,
REP-311185,LN-211185,CUST-111185,39,36,10509.18,8071.32,2437.86,2024-09-11,89,61-90 DPD (SMA-2),0,
REP-311186,LN-211186,CUST-111186,25,25,18417.88,14776.9,3640.98,2024-12-09,0,Current,0,
REP-311187,LN-211187,CUST-111187,17,16,5207.44,3959.01,1248.43,2024-11-02,14,1-30 DPD (SMA-0),0,
REP-311188,LN-211188,CUST-111188,24,24,12089.17,8258.64,3830.53,2024-12-11,0,Current,0,
REP-311189,LN-211189,CUST-111189,25,25,15664.43,10744.22,4920.21,2024-11-22,0,Current,0,
REP-311190,LN-211190,CUST-111190,19,19,11219.36,9040.43,2178.93,2024-12-06,0,Current,0,
REP-311191,LN-211191,CUST-111191,45,22,2572.04,1842.77,729.27,2023-01-12,143,90+ DPD (NPA / Default),1,2023-04-12
REP-311192,LN-211192,CUST-111192,38,38,43768.35,35099.34,8669.01,2024-11-25,0,Current,0,
REP-311193,LN-211193,CUST-111193,31,31,32389.44,22539.86,9849.58,2024-12-15,0,Current,0,
REP-311194,LN-211194,CUST-111194,12,7,9796.94,7242.08,2554.86,2024-01-28,477,90+ DPD (NPA / Default),1,2024-04-27
REP-311195,LN-211195,CUST-111195,30,29,22665.84,17203.71,5462.13,2024-10-23,16,1-30 DPD (SMA-0),0,
REP-311196,LN-211196,CUST-111196,13,11,9980.39,7266.55,2713.84,2024-10-16,49,31-60 DPD (SMA-1),0,
REP-311197,LN-211197,CUST-111197,24,22,43329.47,32826.56,10502.91,2022-11-26,48,31-60 DPD (SMA-1),0,
REP-311198,LN-211198,CUST-111198,12,9,4872.52,3462.28,1410.24,2024-02-12,70,61-90 DPD (SMA-2),0,
REP-311199,LN-211199,CUST-111199,41,40,14441.14,10771.13,3670.01,2024-10-14,7,1-30 DPD (SMA-0),0,
REP-311200,LN-211200,CUST-111200,12,11,5993.59,4608.13,1385.46,2023-07-07,15,1-30 DPD (SMA-0),0,
REP-311201,LN-211201,CUST-111201,12,1,510.92,375.38,135.54,2022-10-17,409,90+ DPD (NPA / Default),1,2023-01-15
REP-311202,LN-211202,CUST-111202,20,19,14335.35,10777.15,3558.2,2024-11-11,15,1-30 DPD (SMA-0),0,
REP-311203,LN-211203,CUST-111203,24,22,39656.3,30796.64,8859.66,2023-06-15,53,31-60 DPD (SMA-1),0,
REP-311204,LN-211204,CUST-111204,28,28,46305.92,35894.5,10411.42,2024-11-25,0,Current,0,
REP-311205,LN-211205,CUST-111205,20,11,6232.77,4395.9,1836.87,2024-03-01,134,90+ DPD (NPA / Default),1,2024-05-30
REP-311206,LN-211206,CUST-111206,12,12,40810.49,32812.48,7998.01,2023-12-22,0,Current,0,
REP-311207,LN-211207,CUST-111207,24,13,7313.04,5865.87,1447.17,2023-11-20,297,90+ DPD (NPA / Default),1,2024-02-18
REP-311208,LN-211208,CUST-111208,16,16,21783.8,15499.69,6284.11,2024-12-11,0,Current,0,
REP-311209,LN-211209,CUST-111209,20,20,18963.67,15351.65,3612.02,2024-12-01,0,Current,0,
REP-311210,LN-211210,CUST-111210,43,42,31168.17,23315.35,7852.82,2024-10-18,1,1-30 DPD (SMA-0),0,
REP-311211,LN-211211,CUST-111211,36,36,5540.3,3877.45,1662.85,2024-12-05,0,Current,0,
REP-311212,LN-211212,CUST-111212,46,46,50191.76,36979.16,13212.6,2024-11-30,0,Current,0,
REP-311213,LN-211213,CUST-111213,18,18,12334.9,9316.54,3018.36,2024-12-18,0,Current,0,
REP-311214,LN-211214,CUST-111214,23,23,15354.98,11466.44,3888.54,2024-12-18,0,Current,0,
REP-311215,LN-211215,CUST-111215,39,39,53306.75,39187.44,14119.31,2024-12-05,0,Current,0,
REP-311216,LN-211216,CUST-111216,36,36,11149.06,8220.09,2928.97,2024-11-20,0,Current,0,
REP-311217,LN-211217,CUST-111217,29,28,13070.82,10587.02,2483.8,2024-11-07,18,1-30 DPD (SMA-0),0,
REP-311218,LN-211218,CUST-111218,24,4,11702.72,8009.54,3693.18,2022-05-22,183,90+ DPD (NPA / Default),1,2022-08-20
REP-311219,LN-211219,CUST-111219,22,22,3269.85,2249.45,1020.4,2024-11-24,0,Current,0,
REP-311220,LN-211220,CUST-111220,36,36,70232.29,50415.93,19816.36,2024-12-09,0,Current,0,
REP-311221,LN-211221,CUST-111221,15,15,34684.94,26860.64,7824.3,2024-12-16,0,Current,0,
REP-311222,LN-211222,CUST-111222,13,6,2684.25,2134.87,549.38,2024-05-26,139,90+ DPD (NPA / Default),1,2024-08-24
REP-311223,LN-211223,CUST-111223,34,34,20227.05,16277.3,3949.75,2024-12-09,0,Current,0,
REP-311224,LN-211224,CUST-111224,22,21,13905.29,10060.18,3845.11,2024-11-11,23,1-30 DPD (SMA-0),0,
REP-311225,LN-211225,CUST-111225,16,16,6367.67,4793.03,1574.64,2024-12-02,0,Current,0,
REP-311226,LN-211226,CUST-111226,12,11,19763.58,14127.84,5635.74,2024-10-15,24,1-30 DPD (SMA-0),0,
REP-311227,LN-211227,CUST-111227,38,38,6740.58,5339.8,1400.78,2024-11-21,0,Current,0,
REP-311228,LN-211228,CUST-111228,47,45,52272.95,37244.58,15028.37,2024-09-26,44,31-60 DPD (SMA-1),0,
REP-311229,LN-211229,CUST-111229,13,13,6523.74,4549.93,1973.81,2024-12-22,0,Current,0,
REP-311230,LN-211230,CUST-111230,12,11,12601.71,10099.66,2502.05,2023-06-09,26,1-30 DPD (SMA-0),0,
REP-311231,LN-211231,CUST-111231,33,33,10770.94,8655.55,2115.39,2024-11-29,0,Current,0,
REP-311232,LN-211232,CUST-111232,26,26,83115.75,66855.61,16260.14,2024-12-15,0,Current,0,
REP-311233,LN-211233,CUST-111233,24,21,10280.29,7769.12,2511.17,2024-08-26,74,61-90 DPD (SMA-2),0,
REP-311234,LN-211234,CUST-111234,18,16,12649.38,9502.41,3146.97,2024-10-05,56,31-60 DPD (SMA-1),0,
REP-311235,LN-211235,CUST-111235,12,6,8430.34,6486.58,1943.76,2022-04-25,122,90+ DPD (NPA / Default),1,2022-07-24
REP-311236,LN-211236,CUST-111236,17,17,28972.7,21495.72,7476.98,2024-12-15,0,Current,0,
REP-311237,LN-211237,CUST-111237,29,29,33331.79,24151.26,9180.53,2024-11-28,0,Current,0,
REP-311238,LN-211238,CUST-111238,26,26,45096.73,33683.95,11412.78,2024-12-02,0,Current,0,
REP-311239,LN-211239,CUST-111239,34,34,17367.09,13031.93,4335.16,2024-12-11,0,Current,0,
REP-311240,LN-211240,CUST-111240,41,41,38676.25,28749.86,9926.39,2024-11-17,0,Current,0,
REP-311241,LN-211241,CUST-111241,42,42,18905.99,14514.38,4391.61,2024-11-17,0,Current,0,
REP-311242,LN-211242,CUST-111242,22,22,61696.49,49625.77,12070.72,2024-12-04,0,Current,0,
REP-311243,LN-211243,CUST-111243,34,34,21008.08,15064.1,5943.98,2024-12-13,0,Current,0,
REP-311244,LN-211244,CUST-111244,22,20,23358.82,17575.71,5783.11,2024-09-28,37,31-60 DPD (SMA-1),0,
REP-311245,LN-211245,CUST-111245,26,26,14036.3,11149.37,2886.93,2024-12-05,0,Current,0,
REP-311246,LN-211246,CUST-111246,32,32,110692.76,87750.98,22941.78,2024-12-02,0,Current,0,
REP-311247,LN-211247,CUST-111247,17,17,8053.42,5930.96,2122.46,2024-12-02,0,Current,0,
REP-311248,LN-211248,CUST-111248,45,45,41716.67,33339.09,8377.58,2024-11-20,0,Current,0,
REP-311249,LN-211249,CUST-111249,42,42,194278.12,134682.25,59595.87,2024-11-12,0,Current,0,
REP-311250,LN-211250,CUST-111250,41,39,17459.95,13785.31,3674.64,2024-09-25,31,31-60 DPD (SMA-1),0,
REP-311251,LN-211251,CUST-111251,29,28,44469.5,32191.45,12278.05,2024-10-21,7,1-30 DPD (SMA-0),0,
REP-311252,LN-211252,CUST-111252,43,42,60601.28,48998.11,11603.17,2024-11-07,1,1-30 DPD (SMA-0),0,
REP-311253,LN-211253,CUST-111253,17,14,5509.4,3984.14,1525.26,2024-08-29,90,61-90 DPD (SMA-2),0,
REP-311254,LN-211254,CUST-111254,36,36,17542.53,12725.76,4816.77,2024-03-20,0,Current,0,
REP-311255,LN-211255,CUST-111255,21,18,108408.01,85676.43,22731.58,2024-08-31,88,61-90 DPD (SMA-2),0,
REP-311256,LN-211256,CUST-111256,14,14,11162.36,8130.42,3031.94,2024-12-19,0,Current,0,
REP-311257,LN-211257,CUST-111257,16,14,1960.72,1497.68,463.04,2024-10-14,57,31-60 DPD (SMA-1),0,
REP-311258,LN-211258,CUST-111258,47,47,90676.92,63613.69,27063.23,2024-12-05,0,Current,0,
REP-311259,LN-211259,CUST-111259,26,25,21819.68,16948.12,4871.56,2024-10-25,5,1-30 DPD (SMA-0),0,
REP-311260,LN-211260,CUST-111260,37,37,79592.68,64192.17,15400.51,2024-11-19,0,Current,0,
REP-311261,LN-211261,CUST-111261,44,44,15742.06,12788.59,2953.47,2024-11-16,0,Current,0,
REP-311262,LN-211262,CUST-111262,37,37,162743.55,128955.42,33788.13,2024-12-07,0,Current,0,
REP-311263,LN-211263,CUST-111263,32,20,5573.33,3974.77,1598.56,2023-11-24,282,90+ DPD (NPA / Default),1,2024-02-22
REP-311264,LN-211264,CUST-111264,36,20,20314.49,15400.92,4913.57,2023-07-29,278,90+ DPD (NPA / Default),1,2023-10-27
REP-311265,LN-211265,CUST-111265,12,4,1972.78,1430.6,542.18,2023-10-05,198,90+ DPD (NPA / Default),1,2024-01-03
REP-311266,LN-211266,CUST-111266,26,25,11372.1,9149.2,2222.9,2024-11-03,15,1-30 DPD (SMA-0),0,
REP-311267,LN-211267,CUST-111267,35,35,35401.78,25923.61,9478.17,2024-11-25,0,Current,0,
REP-311268,LN-211268,CUST-111268,23,23,12543.25,8779.54,3763.71,2024-12-13,0,Current,0,
REP-311269,LN-211269,CUST-111269,12,12,6158.85,4212.52,1946.33,2024-12-04,0,Current,0,
REP-311270,LN-211270,CUST-111270,44,44,13814.8,9834.6,3980.2,2024-12-07,0,Current,0,
REP-311271,LN-211271,CUST-111271,45,44,18010.84,12492.24,5518.6,2024-10-21,20,1-30 DPD (SMA-0),0,
REP-311272,LN-211272,CUST-111272,33,33,11117.44,8356.29,2761.15,2024-11-23,0,Current,0,
REP-311273,LN-211273,CUST-111273,12,11,38698.36,28170.57,10527.79,2024-08-01,6,1-30 DPD (SMA-0),0,
REP-311274,LN-211274,CUST-111274,16,14,1469.33,1042.31,427.02,2024-09-30,46,31-60 DPD (SMA-1),0,
REP-311275,LN-211275,CUST-111275,36,35,30936.8,21863.14,9073.66,2024-10-17,26,1-30 DPD (SMA-0),0,
REP-311276,LN-211276,CUST-111276,34,33,29249.05,21534.3,7714.75,2024-11-06,30,1-30 DPD (SMA-0),0,
REP-311277,LN-211277,CUST-111277,22,22,43262.67,31426.78,11835.89,2024-12-10,0,Current,0,
REP-311278,LN-211278,CUST-111278,45,45,57319.81,41939.32,15380.49,2024-12-02,0,Current,0,
REP-311279,LN-211279,CUST-111279,32,32,10332.39,7942.14,2390.25,2024-11-20,0,Current,0,
REP-311280,LN-211280,CUST-111280,23,23,17738.0,13156.98,4581.02,2024-11-27,0,Current,0,
REP-311281,LN-211281,CUST-111281,24,21,9007.91,6771.02,2236.89,2024-08-28,74,61-90 DPD (SMA-2),0,
REP-311282,LN-211282,CUST-111282,34,34,22535.06,18215.3,4319.76,2024-11-17,0,Current,0,
REP-311283,LN-211283,CUST-111283,33,33,19490.11,15929.38,3560.73,2024-11-18,0,Current,0,
REP-311284,LN-211284,CUST-111284,23,23,18054.96,12534.32,5520.64,2024-11-27,0,Current,0,
REP-311285,LN-211285,CUST-111285,19,19,9192.36,6671.49,2520.87,2024-11-24,0,Current,0,
REP-311286,LN-211286,CUST-111286,40,38,44117.18,32203.73,11913.45,2024-10-02,44,31-60 DPD (SMA-1),0,
REP-311287,LN-211287,CUST-111287,40,40,17339.73,13874.11,3465.62,2024-11-19,0,Current,0,
REP-311288,LN-211288,CUST-111288,28,27,11904.95,9333.25,2571.7,2024-11-10,13,1-30 DPD (SMA-0),0,
REP-311289,LN-211289,CUST-111289,26,26,109663.7,81096.19,28567.51,2024-12-08,0,Current,0,
REP-311290,LN-211290,CUST-111290,36,36,34915.24,25969.93,8945.31,2024-12-12,0,Current,0,
REP-311291,LN-211291,CUST-111291,35,35,95471.69,75339.9,20131.79,2024-11-19,0,Current,0,
REP-311292,LN-211292,CUST-111292,12,12,31299.51,22914.45,8385.06,2023-02-20,0,Current,0,
REP-311293,LN-211293,CUST-111293,15,15,8726.16,6528.53,2197.63,2024-12-09,0,Current,0,
REP-311294,LN-211294,CUST-111294,24,4,4763.35,3267.46,1495.89,2022-01-12,363,90+ DPD (NPA / Default),1,2022-04-12
REP-311295,LN-211295,CUST-111295,24,24,10402.15,7767.76,2634.39,2024-07-18,0,Current,0,
REP-311296,LN-211296,CUST-111296,24,22,27410.02,21851.55,5558.47,2024-03-30,36,31-60 DPD (SMA-1),0,
REP-311297,LN-211297,CUST-111297,17,17,25715.94,21066.23,4649.71,2024-12-21,0,Current,0,
REP-311298,LN-211298,CUST-111298,30,30,27596.65,21010.08,6586.57,2024-12-14,0,Current,0,
REP-311299,LN-211299,CUST-111299,47,47,69730.85,53760.14,15970.71,2024-12-01,0,Current,0,
REP-311300,LN-211300,CUST-111300,47,45,12984.89,10494.55,2490.34,2024-09-28,44,31-60 DPD (SMA-1),0,
REP-311301,LN-211301,CUST-111301,42,41,20190.0,16444.31,3745.69,2024-10-13,4,1-30 DPD (SMA-0),0,
REP-311302,LN-211302,CUST-111302,43,41,19539.66,15523.98,4015.68,2024-09-22,47,31-60 DPD (SMA-1),0,
REP-311303,LN-211303,CUST-111303,35,32,164443.82,115372.35,49071.47,2024-08-26,66,61-90 DPD (SMA-2),0,
REP-311304,LN-211304,CUST-111304,30,27,12224.53,9610.35,2614.18,2024-08-29,79,61-90 DPD (SMA-2),0,
REP-311305,LN-211305,CUST-111305,34,34,9355.66,7472.96,1882.7,2024-11-19,0,Current,0,
REP-311306,LN-211306,CUST-111306,33,32,82431.34,66529.06,15902.28,2024-11-11,5,1-30 DPD (SMA-0),0,
REP-311307,LN-211307,CUST-111307,23,22,68622.65,49391.43,19231.22,2024-10-30,6,1-30 DPD (SMA-0),0,
REP-311308,LN-211308,CUST-111308,24,24,12860.63,9488.91,3371.72,2023-03-19,0,Current,0,
REP-311309,LN-211309,CUST-111309,13,13,41081.72,30567.22,10514.5,2024-12-24,0,Current,0,
REP-311310,LN-211310,CUST-111310,29,29,74926.79,54893.26,20033.53,2024-11-27,0,Current,0,
REP-311311,LN-211311,CUST-111311,23,23,42498.72,31179.48,11319.24,2024-11-25,0,Current,0,
REP-311312,LN-211312,CUST-111312,36,36,17941.05,13704.53,4236.52,2024-11-03,0,Current,0,
REP-311313,LN-211313,CUST-111313,34,34,16188.95,11236.66,4952.29,2024-11-27,0,Current,0,
REP-311314,LN-211314,CUST-111314,45,45,20718.94,14599.85,6119.09,2024-11-21,0,Current,0,
REP-311315,LN-211315,CUST-111315,38,38,55558.09,44023.87,11534.22,2024-12-01,0,Current,0,
REP-311316,LN-211316,CUST-111316,36,36,11829.49,8946.55,2882.94,2024-05-22,0,Current,0,
REP-311317,LN-211317,CUST-111317,41,38,7572.19,5502.1,2070.09,2024-09-04,80,61-90 DPD (SMA-2),0,
REP-311318,LN-211318,CUST-111318,16,16,3747.67,2819.94,927.73,2024-11-28,0,Current,0,
REP-311319,LN-211319,CUST-111319,36,36,26528.69,20542.31,5986.38,2024-11-04,0,Current,0,
REP-311320,LN-211320,CUST-111320,15,15,6047.65,4924.57,1123.08,2024-12-01,0,Current,0,
REP-311321,LN-211321,CUST-111321,24,22,23449.44,16764.21,6685.23,2024-10-12,39,31-60 DPD (SMA-1),0,
REP-311322,LN-211322,CUST-111322,33,30,2281.1,1651.55,629.55,2024-08-19,86,61-90 DPD (SMA-2),0,
REP-311323,LN-211323,CUST-111323,24,23,26186.1,18951.29,7234.81,2024-01-22,8,1-30 DPD (SMA-0),0,
REP-311324,LN-211324,CUST-111324,12,11,8017.38,5842.99,2174.39,2024-11-09,20,1-30 DPD (SMA-0),0,
REP-311325,LN-211325,CUST-111325,30,30,110688.92,87120.05,23568.87,2024-12-06,0,Current,0,
REP-311326,LN-211326,CUST-111326,12,12,13430.63,10614.61,2816.02,2024-12-14,0,Current,0,
REP-311327,LN-211327,CUST-111327,32,32,11005.95,8558.96,2446.99,2024-11-26,0,Current,0,
REP-311328,LN-211328,CUST-111328,36,7,4351.19,3543.66,807.53,2022-02-21,145,90+ DPD (NPA / Default),1,2022-05-22
REP-311329,LN-211329,CUST-111329,12,12,43350.88,32834.32,10516.56,2022-09-24,0,Current,0,
REP-311330,LN-211330,CUST-111330,24,21,134399.96,98848.32,35551.64,2023-07-08,64,61-90 DPD (SMA-2),0,
REP-311331,LN-211331,CUST-111331,47,47,85887.29,60714.57,25172.72,2024-11-13,0,Current,0,
REP-311332,LN-211332,CUST-111332,30,30,29369.99,21369.01,8000.98,2024-12-12,0,Current,0,
REP-311333,LN-211333,CUST-111333,36,34,178848.54,123326.77,55521.77,2024-03-08,35,31-60 DPD (SMA-1),0,
REP-311334,LN-211334,CUST-111334,12,12,25288.79,17401.3,7887.49,2024-08-09,0,Current,0,
REP-311335,LN-211335,CUST-111335,23,23,20576.3,14577.27,5999.03,2024-12-08,0,Current,0,
REP-311336,LN-211336,CUST-111336,36,36,25955.24,20032.58,5922.66,2024-12-05,0,Current,0,
REP-311337,LN-211337,CUST-111337,28,28,27471.78,21788.08,5683.7,2024-12-10,0,Current,0,
REP-311338,LN-211338,CUST-111338,45,45,115863.03,92587.44,23275.59,2024-11-11,0,Current,0,
REP-311339,LN-211339,CUST-111339,38,38,116982.83,82752.88,34229.95,2024-12-03,0,Current,0,
REP-311340,LN-211340,CUST-111340,17,16,6343.58,5024.72,1318.86,2024-11-18,17,1-30 DPD (SMA-0),0,
REP-311341,LN-211341,CUST-111341,23,21,45871.13,35709.39,10161.74,2024-10-05,37,31-60 DPD (SMA-1),0,
REP-311342,LN-211342,CUST-111342,13,12,4393.06,3210.09,1182.97,2024-11-18,11,1-30 DPD (SMA-0),0,
REP-311343,LN-211343,CUST-111343,14,14,3431.8,2447.52,984.28,2024-12-06,0,Current,0,
REP-311344,LN-211344,CUST-111344,29,29,47943.51,36315.44,11628.07,2024-11-29,0,Current,0,
REP-311345,LN-211345,CUST-111345,15,15,15866.08,12896.93,2969.15,2024-12-20,0,Current,0,
REP-311346,LN-211346,CUST-111346,24,23,11040.45,8341.68,2698.77,2023-09-25,27,1-30 DPD (SMA-0),0,
REP-311347,LN-211347,CUST-111347,26,23,6750.28,4921.35,1828.93,2024-09-15,72,61-90 DPD (SMA-2),0,
REP-311348,LN-211348,CUST-111348,24,11,102709.16,81553.24,21155.92,2022-09-03,143,90+ DPD (NPA / Default),1,2022-12-02
REP-311349,LN-211349,CUST-111349,38,38,59901.01,45796.26,14104.75,2024-12-07,0,Current,0,
REP-311350,LN-211350,CUST-111350,33,30,5107.84,4144.08,963.76,2024-09-15,76,61-90 DPD (SMA-2),0,
REP-311351,LN-211351,CUST-111351,43,43,98681.21,78238.96,20442.25,2024-12-08,0,Current,0,
REP-311352,LN-211352,CUST-111352,19,17,9500.88,7684.87,1816.01,2024-10-15,47,31-60 DPD (SMA-1),0,
REP-311353,LN-211353,CUST-111353,12,11,5427.31,4185.49,1241.82,2024-09-14,9,1-30 DPD (SMA-0),0,
REP-311354,LN-211354,CUST-111354,32,32,22953.26,17713.03,5240.23,2024-12-01,0,Current,0,
REP-311355,LN-211355,CUST-111355,28,14,61074.05,42978.16,18095.89,2023-09-29,352,90+ DPD (NPA / Default),1,2023-12-28
REP-311356,LN-211356,CUST-111356,29,29,31062.26,21708.13,9354.13,2024-12-09,0,Current,0,
REP-311357,LN-211357,CUST-111357,30,29,5113.07,4171.42,941.65,2024-11-02,25,1-30 DPD (SMA-0),0,
REP-311358,LN-211358,CUST-111358,28,28,63048.19,50933.57,12114.62,2024-12-18,0,Current,0,
REP-311359,LN-211359,CUST-111359,26,25,7616.05,5662.56,1953.49,2024-11-03,22,1-30 DPD (SMA-0),0,
REP-311360,LN-211360,CUST-111360,19,17,19579.06,13804.26,5774.8,2024-09-22,31,31-60 DPD (SMA-1),0,
REP-311361,LN-211361,CUST-111361,19,11,849.8,625.6,224.2,2024-04-11,415,90+ DPD (NPA / Default),1,2024-07-10
REP-311362,LN-211362,CUST-111362,28,27,22208.25,15318.73,6889.52,2024-10-31,15,1-30 DPD (SMA-0),0,
REP-311363,LN-211363,CUST-111363,24,22,16476.19,13344.29,3131.9,2024-10-01,37,31-60 DPD (SMA-1),0,
REP-311364,LN-211364,CUST-111364,12,12,18190.38,14416.48,3773.9,2022-08-05,0,Current,0,
REP-311365,LN-211365,CUST-111365,12,2,4480.56,3242.34,1238.22,2023-08-31,505,90+ DPD (NPA / Default),1,2023-11-29
REP-311366,LN-211366,CUST-111366,24,22,7125.49,4848.07,2277.42,2023-10-30,40,31-60 DPD (SMA-1),0,
REP-311367,LN-211367,CUST-111367,27,27,23715.34,16690.95,7024.39,2024-11-27,0,Current,0,
REP-311368,LN-211368,CUST-111368,13,12,3802.53,2751.65,1050.88,2024-10-26,21,1-30 DPD (SMA-0),0,
REP-311369,LN-211369,CUST-111369,12,11,14732.42,11579.89,3152.53,2023-09-22,7,1-30 DPD (SMA-0),0,
REP-311370,LN-211370,CUST-111370,33,30,135130.11,108063.62,27066.49,2024-08-19,82,61-90 DPD (SMA-2),0,
REP-311371,LN-211371,CUST-111371,26,25,47153.44,38591.57,8561.87,2024-11-15,1,1-30 DPD (SMA-0),0,
REP-311372,LN-211372,CUST-111372,24,10,39845.36,31887.89,7957.47,2023-03-27,256,90+ DPD (NPA / Default),1,2023-06-25
REP-311373,LN-211373,CUST-111373,18,17,66079.44,53939.1,12140.34,2024-11-12,8,1-30 DPD (SMA-0),0,
REP-311374,LN-211374,CUST-111374,24,22,84083.36,63381.82,20701.54,2024-03-31,36,31-60 DPD (SMA-1),0,
REP-311375,LN-211375,CUST-111375,27,27,22769.45,18379.1,4390.35,2024-11-19,0,Current,0,
REP-311376,LN-211376,CUST-111376,17,16,45209.87,36370.11,8839.76,2024-11-21,20,1-30 DPD (SMA-0),0,
REP-311377,LN-211377,CUST-111377,22,22,27273.13,21680.96,5592.17,2024-12-04,0,Current,0,
REP-311378,LN-211378,CUST-111378,26,25,6392.42,4571.51,1820.91,2024-10-28,1,1-30 DPD (SMA-0),0,
REP-311379,LN-211379,CUST-111379,24,24,45482.48,31096.21,14386.27,2024-11-21,0,Current,0,
REP-311380,LN-211380,CUST-111380,12,12,12299.32,9877.4,2421.92,2023-03-21,0,Current,0,
REP-311381,LN-211381,CUST-111381,12,11,21135.48,17013.76,4121.72,2023-09-09,30,1-30 DPD (SMA-0),0,
REP-311382,LN-211382,CUST-111382,38,36,13102.64,9599.18,3503.46,2024-10-09,59,31-60 DPD (SMA-1),0,
REP-311383,LN-211383,CUST-111383,19,19,13632.67,10961.09,2671.58,2024-12-15,0,Current,0,
REP-311384,LN-211384,CUST-111384,44,44,31657.63,24327.31,7330.32,2024-12-05,0,Current,0,
REP-311385,LN-211385,CUST-111385,14,13,6167.14,4361.31,1805.83,2024-11-19,30,1-30 DPD (SMA-0),0,
REP-311386,LN-211386,CUST-111386,18,17,2251.66,1761.8,489.86,2024-11-05,24,1-30 DPD (SMA-0),0,
REP-311387,LN-211387,CUST-111387,20,18,4982.72,3813.38,1169.34,2024-09-22,57,31-60 DPD (SMA-1),0,
REP-311388,LN-211388,CUST-111388,22,22,35412.83,28676.85,6735.98,2024-12-08,0,Current,0,
REP-311389,LN-211389,CUST-111389,14,14,3209.28,2352.22,857.06,2024-12-04,0,Current,0,
REP-311390,LN-211390,CUST-111390,43,43,32094.08,24334.77,7759.31,2024-11-30,0,Current,0,
REP-311391,LN-211391,CUST-111391,36,35,34411.57,24407.37,10004.2,2023-12-31,6,1-30 DPD (SMA-0),0,
REP-311392,LN-211392,CUST-111392,43,24,13948.19,11027.62,2920.57,2023-05-02,208,90+ DPD (NPA / Default),1,2023-07-31
REP-311393,LN-211393,CUST-111393,18,18,14725.76,11441.23,3284.53,2024-11-30,0,Current,0,
REP-311394,LN-211394,CUST-111394,39,39,36922.25,30033.09,6889.16,2024-11-22,0,Current,0,
REP-311395,LN-211395,CUST-111395,42,40,10030.27,8014.28,2015.99,2024-10-03,51,31-60 DPD (SMA-1),0,
REP-311396,LN-211396,CUST-111396,20,18,63261.22,51804.44,11456.78,2024-10-17,57,31-60 DPD (SMA-1),0,
REP-311397,LN-211397,CUST-111397,29,26,4031.69,2924.46,1107.23,2024-08-28,87,61-90 DPD (SMA-2),0,
REP-311398,LN-211398,CUST-111398,25,24,61768.71,48032.01,13736.7,2024-11-04,6,1-30 DPD (SMA-0),0,
REP-311399,LN-211399,CUST-111399,24,22,249084.51,174820.3,74264.21,2023-01-19,49,31-60 DPD (SMA-1),0,
REP-311400,LN-211400,CUST-111400,26,24,36513.01,25773.03,10739.98,2024-09-23,32,31-60 DPD (SMA-1),0,
REP-311401,LN-211401,CUST-111401,35,34,36589.99,27598.67,8991.32,2024-10-28,17,1-30 DPD (SMA-0),0,
REP-311402,LN-211402,CUST-111402,36,36,4558.23,3503.7,1054.53,2024-12-09,0,Current,0,
REP-311403,LN-211403,CUST-111403,24,23,96311.79,78215.28,18096.51,2024-01-25,8,1-30 DPD (SMA-0),0,
REP-311404,LN-211404,CUST-111404,24,24,27983.82,19430.05,8553.77,2024-12-17,0,Current,0,
